,MVT_GT_Omaha NE
2015-07-01 00:00:00,20
2015-11-01 00:00:00,53
2016-01-01 00:00:00,65
2016-03-01 00:00:00,39
2016-04-01 00:00:00,31
2016-05-01 00:00:00,23
2016-08-01 00:00:00,32
2016-10-01 00:00:00,100
2016-11-01 00:00:00,34
2016-12-01 00:00:00,48
2017-02-01 00:00:00,18
2017-03-01 00:00:00,18
2017-04-01 00:00:00,20
2017-05-01 00:00:00,42
2017-06-01 00:00:00,30
2017-08-01 00:00:00,16
2017-10-01 00:00:00,30
2017-11-01 00:00:00,22
2018-01-01 00:00:00,34
2018-02-01 00:00:00,20
2018-03-01 00:00:00,19
2018-07-01 00:00:00,34
2018-09-01 00:00:00,50
2018-10-01 00:00:00,34
2019-04-01 00:00:00,21
2019-05-01 00:00:00,51
2019-07-01 00:00:00,61
2019-09-01 00:00:00,26
2019-10-01 00:00:00,18
2019-11-01 00:00:00,91
2019-12-01 00:00:00,28
2020-02-01 00:00:00,36
2020-03-01 00:00:00,17
2020-04-01 00:00:00,18
2020-06-01 00:00:00,32
2020-08-01 00:00:00,14
2020-09-01 00:00:00,15
2020-10-01 00:00:00,49
2020-12-01 00:00:00,37
2021-05-01 00:00:00,37
2021-06-01 00:00:00,14
2021-07-01 00:00:00,17
2021-08-01 00:00:00,29
2021-10-01 00:00:00,53
2021-12-01 00:00:00,43
2022-02-01 00:00:00,39
2022-03-01 00:00:00,35
2022-04-01 00:00:00,27
2022-05-01 00:00:00,71
2022-06-01 00:00:00,46
2022-07-01 00:00:00,29
2022-08-01 00:00:00,74
2022-09-01 00:00:00,46
2022-10-01 00:00:00,24
2022-11-01 00:00:00,55
2022-12-01 00:00:00,37
