,MVT_GT_Louisville KY
2015-03-01 00:00:00,84
2015-05-01 00:00:00,48
2015-06-01 00:00:00,21
2015-08-01 00:00:00,100
2016-04-01 00:00:00,32
2016-05-01 00:00:00,24
2016-06-01 00:00:00,45
2016-09-01 00:00:00,16
2016-10-01 00:00:00,58
2016-12-01 00:00:00,20
2017-01-01 00:00:00,30
2017-03-01 00:00:00,14
2017-05-01 00:00:00,28
2017-06-01 00:00:00,20
2017-07-01 00:00:00,35
2017-08-01 00:00:00,13
2017-09-01 00:00:00,17
2017-10-01 00:00:00,21
2017-11-01 00:00:00,29
2018-01-01 00:00:00,43
2018-02-01 00:00:00,23
2018-04-01 00:00:00,49
2018-05-01 00:00:00,41
2018-06-01 00:00:00,15
2018-07-01 00:00:00,18
2018-11-01 00:00:00,26
2018-12-01 00:00:00,34
2019-01-01 00:00:00,20
2019-02-01 00:00:00,24
2019-05-01 00:00:00,15
2019-06-01 00:00:00,46
2019-08-01 00:00:00,49
2019-10-01 00:00:00,30
2019-12-01 00:00:00,16
2020-01-01 00:00:00,16
2020-02-01 00:00:00,58
2020-03-01 00:00:00,24
2020-04-01 00:00:00,27
2020-06-01 00:00:00,50
2020-07-01 00:00:00,58
2020-09-01 00:00:00,40
2020-10-01 00:00:00,28
2020-11-01 00:00:00,35
2020-12-01 00:00:00,16
2021-01-01 00:00:00,51
2021-02-01 00:00:00,14
2021-03-01 00:00:00,29
2021-04-01 00:00:00,19
2021-05-01 00:00:00,25
2021-06-01 00:00:00,48
2021-07-01 00:00:00,44
2021-08-01 00:00:00,48
2021-09-01 00:00:00,33
2021-11-01 00:00:00,27
2021-12-01 00:00:00,56
2022-01-01 00:00:00,49
2022-03-01 00:00:00,39
2022-04-01 00:00:00,22
2022-05-01 00:00:00,41
2022-06-01 00:00:00,49
2022-07-01 00:00:00,22
2022-08-01 00:00:00,35
2022-09-01 00:00:00,54
2022-10-01 00:00:00,52
2022-11-01 00:00:00,46
