,MVT_GT_Fresno-Visalia CA
2015-01-01 00:00:00,13
2015-02-01 00:00:00,36
2015-05-01 00:00:00,11
2015-07-01 00:00:00,100
2015-08-01 00:00:00,47
2015-09-01 00:00:00,50
2015-11-01 00:00:00,31
2015-12-01 00:00:00,39
2016-01-01 00:00:00,22
2016-03-01 00:00:00,30
2016-04-01 00:00:00,26
2016-05-01 00:00:00,39
2016-06-01 00:00:00,41
2016-07-01 00:00:00,15
2016-08-01 00:00:00,17
2016-10-01 00:00:00,37
2016-12-01 00:00:00,46
2017-03-01 00:00:00,27
2017-04-01 00:00:00,13
2017-05-01 00:00:00,13
2017-06-01 00:00:00,16
2017-07-01 00:00:00,24
2017-08-01 00:00:00,13
2017-09-01 00:00:00,24
2017-10-01 00:00:00,47
2017-11-01 00:00:00,18
2017-12-01 00:00:00,19
2018-01-01 00:00:00,26
2018-02-01 00:00:00,12
2018-03-01 00:00:00,49
2018-04-01 00:00:00,28
2018-06-01 00:00:00,22
2018-07-01 00:00:00,39
2018-08-01 00:00:00,52
2018-09-01 00:00:00,21
2018-10-01 00:00:00,33
2018-12-01 00:00:00,41
2019-02-01 00:00:00,15
2019-03-01 00:00:00,31
2019-04-01 00:00:00,10
2019-06-01 00:00:00,12
2019-07-01 00:00:00,22
2019-08-01 00:00:00,36
2019-09-01 00:00:00,29
2019-10-01 00:00:00,32
2019-11-01 00:00:00,27
2020-01-01 00:00:00,17
2020-02-01 00:00:00,36
2020-04-01 00:00:00,11
2020-05-01 00:00:00,28
2020-06-01 00:00:00,11
2020-07-01 00:00:00,33
2020-08-01 00:00:00,9
2020-09-01 00:00:00,31
2020-10-01 00:00:00,12
2020-11-01 00:00:00,31
2021-01-01 00:00:00,14
2021-02-01 00:00:00,36
2021-03-01 00:00:00,26
2021-04-01 00:00:00,16
2021-05-01 00:00:00,20
2021-08-01 00:00:00,12
2021-09-01 00:00:00,43
2021-12-01 00:00:00,33
2022-01-01 00:00:00,26
2022-02-01 00:00:00,11
2022-04-01 00:00:00,25
2022-05-01 00:00:00,63
2022-06-01 00:00:00,10
2022-08-01 00:00:00,31
2022-09-01 00:00:00,15
2022-11-01 00:00:00,42
2022-12-01 00:00:00,21
