,MVT_GT_Jacksonville FL
2015-04-01 00:00:00,64
2015-12-01 00:00:00,63
2016-03-01 00:00:00,57
2016-04-01 00:00:00,22
2016-05-01 00:00:00,26
2016-06-01 00:00:00,26
2016-07-01 00:00:00,23
2016-08-01 00:00:00,30
2016-11-01 00:00:00,24
2016-12-01 00:00:00,21
2017-02-01 00:00:00,50
2017-03-01 00:00:00,31
2017-06-01 00:00:00,51
2017-07-01 00:00:00,54
2017-09-01 00:00:00,68
2017-11-01 00:00:00,24
2018-01-01 00:00:00,26
2018-02-01 00:00:00,20
2018-03-01 00:00:00,22
2018-05-01 00:00:00,41
2018-06-01 00:00:00,45
2018-07-01 00:00:00,37
2018-08-01 00:00:00,23
2018-10-01 00:00:00,51
2018-12-01 00:00:00,37
2019-01-01 00:00:00,30
2019-02-01 00:00:00,34
2019-03-01 00:00:00,45
2019-04-01 00:00:00,100
2019-05-01 00:00:00,60
2019-06-01 00:00:00,23
2019-07-01 00:00:00,31
2019-08-01 00:00:00,21
2019-09-01 00:00:00,40
2019-10-01 00:00:00,25
2019-11-01 00:00:00,48
2019-12-01 00:00:00,37
2020-01-01 00:00:00,67
2020-02-01 00:00:00,34
2020-03-01 00:00:00,17
2020-04-01 00:00:00,29
2020-05-01 00:00:00,15
2020-06-01 00:00:00,36
2020-07-01 00:00:00,35
2020-08-01 00:00:00,25
2020-09-01 00:00:00,21
2020-10-01 00:00:00,25
2020-11-01 00:00:00,23
2021-01-01 00:00:00,16
2021-02-01 00:00:00,67
2021-03-01 00:00:00,51
2021-05-01 00:00:00,33
2021-06-01 00:00:00,29
2021-07-01 00:00:00,22
2021-08-01 00:00:00,22
2021-09-01 00:00:00,24
2021-10-01 00:00:00,48
2021-11-01 00:00:00,38
2021-12-01 00:00:00,16
2022-01-01 00:00:00,33
2022-03-01 00:00:00,23
2022-04-01 00:00:00,38
2022-05-01 00:00:00,32
2022-07-01 00:00:00,30
2022-08-01 00:00:00,30
2022-09-01 00:00:00,64
2022-10-01 00:00:00,20
2022-12-01 00:00:00,60
