,MVT_GT_El Paso TX
2015-07-01 00:00:00,55
2015-09-01 00:00:00,29
2016-09-01 00:00:00,31
2017-01-01 00:00:00,75
2017-04-01 00:00:00,51
2017-06-01 00:00:00,42
2017-09-01 00:00:00,61
2017-11-01 00:00:00,100
2018-04-01 00:00:00,87
2018-08-01 00:00:00,22
2018-09-01 00:00:00,48
2018-10-01 00:00:00,64
2019-01-01 00:00:00,59
2019-07-01 00:00:00,33
2020-02-01 00:00:00,37
2020-04-01 00:00:00,58
2020-05-01 00:00:00,58
2020-06-01 00:00:00,23
2020-09-01 00:00:00,34
2020-11-01 00:00:00,88
2020-12-01 00:00:00,18
2021-03-01 00:00:00,20
2021-05-01 00:00:00,19
2021-07-01 00:00:00,33
2021-11-01 00:00:00,18
2022-02-01 00:00:00,64
2022-04-01 00:00:00,25
2022-06-01 00:00:00,26
2022-07-01 00:00:00,82
2022-08-01 00:00:00,15
2022-09-01 00:00:00,36
2022-10-01 00:00:00,22
2022-12-01 00:00:00,64
