,MVT_GT_El Paso TX
2015-10-01 00:00:00,83
2016-04-01 00:00:00,96
2016-06-01 00:00:00,78
2017-01-01 00:00:00,38
2017-03-01 00:00:00,72
2017-04-01 00:00:00,68
2017-06-01 00:00:00,74
2017-08-01 00:00:00,29
2017-11-01 00:00:00,34
2018-02-01 00:00:00,33
2018-03-01 00:00:00,46
2018-08-01 00:00:00,100
2018-10-01 00:00:00,81
2019-01-01 00:00:00,43
2019-03-01 00:00:00,40
2019-06-01 00:00:00,67
2019-07-01 00:00:00,43
2019-08-01 00:00:00,33
2019-09-01 00:00:00,99
2019-10-01 00:00:00,27
2019-12-01 00:00:00,48
2020-05-01 00:00:00,83
2020-06-01 00:00:00,34
2020-07-01 00:00:00,23
2020-09-01 00:00:00,27
2020-11-01 00:00:00,25
2021-01-01 00:00:00,92
2021-03-01 00:00:00,58
2021-05-01 00:00:00,31
2021-06-01 00:00:00,48
2021-07-01 00:00:00,40
2021-08-01 00:00:00,25
2021-11-01 00:00:00,54
2021-12-01 00:00:00,42
2022-01-01 00:00:00,30
2022-03-01 00:00:00,22
2022-04-01 00:00:00,69
2022-05-01 00:00:00,21
2022-08-01 00:00:00,82
2022-09-01 00:00:00,51
2022-12-01 00:00:00,81
