,MVT_GT_Memphis TN
2015-01-01 00:00:00,44
2015-05-01 00:00:00,24
2015-08-01 00:00:00,50
2015-12-01 00:00:00,44
2016-01-01 00:00:00,58
2016-03-01 00:00:00,20
2016-04-01 00:00:00,23
2016-07-01 00:00:00,39
2016-08-01 00:00:00,38
2016-09-01 00:00:00,32
2016-11-01 00:00:00,52
2017-01-01 00:00:00,50
2017-04-01 00:00:00,53
2017-05-01 00:00:00,54
2017-06-01 00:00:00,20
2017-07-01 00:00:00,24
2017-08-01 00:00:00,35
2017-09-01 00:00:00,61
2017-10-01 00:00:00,36
2017-11-01 00:00:00,55
2017-12-01 00:00:00,45
2018-01-01 00:00:00,31
2018-02-01 00:00:00,86
2018-03-01 00:00:00,48
2018-04-01 00:00:00,100
2018-05-01 00:00:00,21
2018-07-01 00:00:00,25
2018-08-01 00:00:00,25
2018-09-01 00:00:00,23
2018-10-01 00:00:00,81
2018-11-01 00:00:00,28
2018-12-01 00:00:00,36
2019-02-01 00:00:00,38
2019-03-01 00:00:00,23
2019-04-01 00:00:00,67
2019-05-01 00:00:00,57
2019-06-01 00:00:00,56
2019-08-01 00:00:00,38
2019-09-01 00:00:00,29
2019-10-01 00:00:00,73
2019-12-01 00:00:00,74
2020-01-01 00:00:00,39
2020-02-01 00:00:00,15
2020-05-01 00:00:00,21
2020-06-01 00:00:00,56
2020-07-01 00:00:00,50
2020-08-01 00:00:00,47
2020-09-01 00:00:00,63
2020-10-01 00:00:00,16
2021-01-01 00:00:00,16
2021-02-01 00:00:00,53
2021-03-01 00:00:00,21
2021-04-01 00:00:00,24
2021-07-01 00:00:00,39
2021-08-01 00:00:00,23
2021-09-01 00:00:00,33
2021-10-01 00:00:00,56
2021-12-01 00:00:00,48
2022-01-01 00:00:00,33
2022-02-01 00:00:00,45
2022-03-01 00:00:00,33
2022-04-01 00:00:00,28
2022-05-01 00:00:00,43
2022-06-01 00:00:00,50
2022-07-01 00:00:00,76
2022-08-01 00:00:00,55
2022-09-01 00:00:00,50
2022-10-01 00:00:00,72
2022-11-01 00:00:00,45
2022-12-01 00:00:00,65
