,MVT_GT_Wichita-Hutchinson KS
2015-04-01 00:00:00,42
2015-06-01 00:00:00,50
2015-07-01 00:00:00,31
2015-10-01 00:00:00,30
2015-11-01 00:00:00,26
2015-12-01 00:00:00,27
2016-05-01 00:00:00,28
2016-06-01 00:00:00,46
2016-09-01 00:00:00,39
2016-11-01 00:00:00,31
2016-12-01 00:00:00,44
2017-01-01 00:00:00,36
2017-02-01 00:00:00,50
2017-04-01 00:00:00,45
2017-08-01 00:00:00,45
2017-10-01 00:00:00,23
2017-11-01 00:00:00,52
2017-12-01 00:00:00,50
2018-02-01 00:00:00,50
2018-03-01 00:00:00,36
2018-07-01 00:00:00,65
2018-09-01 00:00:00,100
2018-10-01 00:00:00,53
2018-12-01 00:00:00,63
2019-01-01 00:00:00,32
2019-04-01 00:00:00,34
2019-05-01 00:00:00,34
2019-06-01 00:00:00,32
2019-07-01 00:00:00,53
2019-09-01 00:00:00,57
2019-11-01 00:00:00,33
2019-12-01 00:00:00,23
2020-01-01 00:00:00,19
2020-04-01 00:00:00,23
2020-05-01 00:00:00,64
2020-11-01 00:00:00,37
2021-01-01 00:00:00,21
2021-02-01 00:00:00,32
2021-03-01 00:00:00,35
2021-04-01 00:00:00,69
2021-05-01 00:00:00,41
2021-11-01 00:00:00,28
2021-12-01 00:00:00,20
2022-02-01 00:00:00,23
2022-03-01 00:00:00,40
2022-06-01 00:00:00,34
2022-07-01 00:00:00,34
2022-08-01 00:00:00,43
2022-10-01 00:00:00,27
