,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,82
2015-02-01 00:00:00,50
2015-08-01 00:00:00,41
2015-11-01 00:00:00,81
2015-12-01 00:00:00,36
2016-01-01 00:00:00,28
2016-02-01 00:00:00,14
2016-03-01 00:00:00,51
2016-06-01 00:00:00,45
2016-07-01 00:00:00,19
2016-08-01 00:00:00,21
2016-09-01 00:00:00,37
2017-03-01 00:00:00,50
2017-04-01 00:00:00,78
2017-06-01 00:00:00,18
2017-07-01 00:00:00,61
2017-10-01 00:00:00,16
2017-11-01 00:00:00,41
2017-12-01 00:00:00,24
2018-01-01 00:00:00,24
2018-02-01 00:00:00,49
2018-03-01 00:00:00,18
2018-04-01 00:00:00,18
2018-05-01 00:00:00,33
2018-07-01 00:00:00,32
2018-08-01 00:00:00,98
2018-09-01 00:00:00,36
2018-10-01 00:00:00,46
2018-11-01 00:00:00,100
2018-12-01 00:00:00,28
2019-02-01 00:00:00,46
2019-03-01 00:00:00,22
2019-04-01 00:00:00,37
2019-05-01 00:00:00,42
2019-06-01 00:00:00,33
2019-08-01 00:00:00,25
2019-10-01 00:00:00,21
2019-11-01 00:00:00,56
2019-12-01 00:00:00,36
2020-01-01 00:00:00,53
2020-02-01 00:00:00,18
2020-05-01 00:00:00,35
2020-06-01 00:00:00,17
2020-07-01 00:00:00,15
2020-10-01 00:00:00,15
2020-11-01 00:00:00,16
2021-01-01 00:00:00,27
2021-02-01 00:00:00,35
2021-03-01 00:00:00,14
2021-05-01 00:00:00,28
2021-06-01 00:00:00,30
2021-09-01 00:00:00,17
2021-11-01 00:00:00,50
2021-12-01 00:00:00,11
2022-02-01 00:00:00,25
2022-03-01 00:00:00,19
2022-04-01 00:00:00,30
2022-05-01 00:00:00,24
2022-06-01 00:00:00,11
2022-07-01 00:00:00,19
2022-08-01 00:00:00,19
2022-09-01 00:00:00,18
2022-10-01 00:00:00,28
2022-11-01 00:00:00,30
