,MVT_GT_Omaha NE
2015-02-01 00:00:00,31
2015-03-01 00:00:00,62
2015-04-01 00:00:00,63
2015-06-01 00:00:00,46
2015-08-01 00:00:00,47
2015-09-01 00:00:00,27
2015-11-01 00:00:00,30
2016-01-01 00:00:00,28
2016-07-01 00:00:00,39
2016-08-01 00:00:00,33
2016-10-01 00:00:00,57
2016-11-01 00:00:00,47
2016-12-01 00:00:00,46
2017-02-01 00:00:00,31
2017-03-01 00:00:00,24
2017-04-01 00:00:00,52
2017-05-01 00:00:00,78
2017-07-01 00:00:00,26
2017-08-01 00:00:00,36
2017-11-01 00:00:00,27
2017-12-01 00:00:00,28
2018-01-01 00:00:00,70
2018-02-01 00:00:00,26
2018-04-01 00:00:00,34
2018-05-01 00:00:00,63
2018-07-01 00:00:00,52
2018-09-01 00:00:00,21
2018-10-01 00:00:00,38
2018-11-01 00:00:00,24
2019-01-01 00:00:00,29
2019-04-01 00:00:00,39
2019-05-01 00:00:00,64
2019-07-01 00:00:00,100
2019-08-01 00:00:00,46
2019-09-01 00:00:00,31
2019-10-01 00:00:00,73
2019-11-01 00:00:00,49
2019-12-01 00:00:00,19
2020-01-01 00:00:00,25
2020-02-01 00:00:00,58
2020-03-01 00:00:00,23
2020-05-01 00:00:00,32
2020-06-01 00:00:00,29
2020-08-01 00:00:00,19
2020-10-01 00:00:00,38
2020-12-01 00:00:00,40
2021-01-01 00:00:00,36
2021-02-01 00:00:00,45
2021-03-01 00:00:00,31
2021-04-01 00:00:00,67
2021-05-01 00:00:00,60
2021-08-01 00:00:00,38
2021-09-01 00:00:00,23
2021-10-01 00:00:00,53
2021-12-01 00:00:00,52
2022-02-01 00:00:00,64
2022-04-01 00:00:00,43
2022-06-01 00:00:00,46
2022-07-01 00:00:00,34
2022-08-01 00:00:00,56
2022-09-01 00:00:00,53
2022-10-01 00:00:00,54
2022-11-01 00:00:00,34
2022-12-01 00:00:00,67
