,MVT_GT_El Paso TX
2015-03-01 00:00:00,70
2015-05-01 00:00:00,50
2015-06-01 00:00:00,54
2015-07-01 00:00:00,36
2015-08-01 00:00:00,86
2015-09-01 00:00:00,28
2015-10-01 00:00:00,38
2016-09-01 00:00:00,43
2017-03-01 00:00:00,28
2017-05-01 00:00:00,23
2017-07-01 00:00:00,26
2017-11-01 00:00:00,32
2017-12-01 00:00:00,62
2018-03-01 00:00:00,29
2018-04-01 00:00:00,20
2018-05-01 00:00:00,27
2018-07-01 00:00:00,30
2019-03-01 00:00:00,25
2019-05-01 00:00:00,34
2019-07-01 00:00:00,84
2019-08-01 00:00:00,33
2019-09-01 00:00:00,54
2020-01-01 00:00:00,19
2020-05-01 00:00:00,22
2020-06-01 00:00:00,28
2020-07-01 00:00:00,17
2020-08-01 00:00:00,17
2020-10-01 00:00:00,27
2020-12-01 00:00:00,58
2021-01-01 00:00:00,19
2021-02-01 00:00:00,51
2021-03-01 00:00:00,19
2021-05-01 00:00:00,21
2021-06-01 00:00:00,40
2021-08-01 00:00:00,88
2021-09-01 00:00:00,19
2021-12-01 00:00:00,25
2022-01-01 00:00:00,64
2022-02-01 00:00:00,20
2022-04-01 00:00:00,34
2022-05-01 00:00:00,45
2022-07-01 00:00:00,34
2022-09-01 00:00:00,47
2022-10-01 00:00:00,81
2022-12-01 00:00:00,100
