,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,54
2015-05-01 00:00:00,43
2015-06-01 00:00:00,100
2015-10-01 00:00:00,60
2016-09-01 00:00:00,32
2016-10-01 00:00:00,59
2016-12-01 00:00:00,80
2017-04-01 00:00:00,43
2017-05-01 00:00:00,40
2017-06-01 00:00:00,35
2017-10-01 00:00:00,21
2017-11-01 00:00:00,48
2018-03-01 00:00:00,42
2018-04-01 00:00:00,24
2018-05-01 00:00:00,23
2018-06-01 00:00:00,32
2018-09-01 00:00:00,44
2018-11-01 00:00:00,50
2019-02-01 00:00:00,77
2019-07-01 00:00:00,39
2019-08-01 00:00:00,38
2019-09-01 00:00:00,44
2019-10-01 00:00:00,41
2020-01-01 00:00:00,34
2020-02-01 00:00:00,23
2020-03-01 00:00:00,41
2020-07-01 00:00:00,24
2020-08-01 00:00:00,15
2020-09-01 00:00:00,35
2020-11-01 00:00:00,31
2021-02-01 00:00:00,33
2021-04-01 00:00:00,58
2021-06-01 00:00:00,41
2021-07-01 00:00:00,27
2021-09-01 00:00:00,31
2021-10-01 00:00:00,32
2021-11-01 00:00:00,53
2021-12-01 00:00:00,30
2022-02-01 00:00:00,64
2022-04-01 00:00:00,23
2022-05-01 00:00:00,21
2022-06-01 00:00:00,28
2022-08-01 00:00:00,19
2022-10-01 00:00:00,19
2022-11-01 00:00:00,25
2022-12-01 00:00:00,48
