,MVT_GT_Charlotte NC
2015-01-01 00:00:00,21
2015-02-01 00:00:00,76
2015-03-01 00:00:00,72
2015-04-01 00:00:00,34
2015-06-01 00:00:00,70
2015-07-01 00:00:00,21
2015-08-01 00:00:00,55
2015-09-01 00:00:00,42
2015-12-01 00:00:00,44
2016-01-01 00:00:00,59
2016-03-01 00:00:00,29
2016-04-01 00:00:00,65
2016-06-01 00:00:00,48
2016-07-01 00:00:00,43
2016-08-01 00:00:00,66
2016-09-01 00:00:00,51
2016-10-01 00:00:00,71
2016-11-01 00:00:00,42
2016-12-01 00:00:00,34
2017-01-01 00:00:00,60
2017-02-01 00:00:00,36
2017-03-01 00:00:00,58
2017-06-01 00:00:00,61
2017-07-01 00:00:00,80
2017-09-01 00:00:00,32
2017-10-01 00:00:00,53
2017-12-01 00:00:00,33
2018-01-01 00:00:00,40
2018-02-01 00:00:00,32
2018-03-01 00:00:00,63
2018-04-01 00:00:00,28
2018-06-01 00:00:00,34
2018-07-01 00:00:00,78
2018-08-01 00:00:00,55
2018-09-01 00:00:00,72
2018-10-01 00:00:00,45
2018-11-01 00:00:00,32
2018-12-01 00:00:00,63
2019-01-01 00:00:00,93
2019-02-01 00:00:00,44
2019-03-01 00:00:00,18
2019-04-01 00:00:00,38
2019-05-01 00:00:00,26
2019-09-01 00:00:00,40
2019-10-01 00:00:00,35
2019-11-01 00:00:00,100
2019-12-01 00:00:00,73
2020-02-01 00:00:00,55
2020-03-01 00:00:00,48
2020-04-01 00:00:00,38
2020-05-01 00:00:00,21
2020-06-01 00:00:00,42
2020-08-01 00:00:00,61
2020-09-01 00:00:00,74
2020-10-01 00:00:00,50
2020-11-01 00:00:00,45
2020-12-01 00:00:00,30
2021-01-01 00:00:00,67
2021-02-01 00:00:00,66
2021-03-01 00:00:00,66
2021-04-01 00:00:00,22
2021-06-01 00:00:00,58
2021-07-01 00:00:00,20
2021-08-01 00:00:00,24
2021-09-01 00:00:00,62
2021-10-01 00:00:00,60
2021-12-01 00:00:00,69
2022-02-01 00:00:00,55
2022-04-01 00:00:00,39
2022-05-01 00:00:00,64
2022-06-01 00:00:00,39
2022-08-01 00:00:00,32
2022-09-01 00:00:00,84
2022-10-01 00:00:00,58
2022-11-01 00:00:00,78
2022-12-01 00:00:00,59
