,MVT_GT_Bakersfield CA
2015-04-01 00:00:00,77
2015-08-01 00:00:00,59
2015-09-01 00:00:00,44
2015-11-01 00:00:00,41
2016-01-01 00:00:00,33
2016-03-01 00:00:00,67
2016-05-01 00:00:00,47
2016-06-01 00:00:00,33
2016-07-01 00:00:00,76
2016-08-01 00:00:00,38
2016-10-01 00:00:00,63
2016-12-01 00:00:00,53
2017-03-01 00:00:00,59
2017-07-01 00:00:00,27
2017-08-01 00:00:00,26
2017-09-01 00:00:00,49
2017-12-01 00:00:00,35
2018-02-01 00:00:00,52
2018-06-01 00:00:00,100
2018-11-01 00:00:00,83
2019-01-01 00:00:00,28
2019-04-01 00:00:00,49
2019-05-01 00:00:00,48
2019-06-01 00:00:00,41
2019-07-01 00:00:00,47
2019-08-01 00:00:00,25
2019-09-01 00:00:00,34
2019-10-01 00:00:00,36
2020-01-01 00:00:00,67
2020-02-01 00:00:00,47
2020-03-01 00:00:00,25
2020-05-01 00:00:00,41
2020-08-01 00:00:00,48
2020-12-01 00:00:00,33
2021-01-01 00:00:00,46
2021-02-01 00:00:00,47
2021-03-01 00:00:00,34
2021-05-01 00:00:00,72
2021-06-01 00:00:00,37
2021-07-01 00:00:00,25
2021-08-01 00:00:00,43
2021-11-01 00:00:00,25
2021-12-01 00:00:00,26
2022-01-01 00:00:00,60
2022-02-01 00:00:00,46
2022-03-01 00:00:00,29
2022-04-01 00:00:00,60
2022-05-01 00:00:00,79
2022-07-01 00:00:00,46
2022-08-01 00:00:00,27
2022-09-01 00:00:00,22
2022-10-01 00:00:00,34
2022-11-01 00:00:00,24
2022-12-01 00:00:00,51
