,MVT_GT_Omaha NE
2015-02-01 00:00:00,30
2015-03-01 00:00:00,50
2015-06-01 00:00:00,34
2015-07-01 00:00:00,36
2015-09-01 00:00:00,37
2015-10-01 00:00:00,60
2015-11-01 00:00:00,29
2016-01-01 00:00:00,38
2016-06-01 00:00:00,32
2016-07-01 00:00:00,36
2016-08-01 00:00:00,45
2016-09-01 00:00:00,26
2016-11-01 00:00:00,52
2016-12-01 00:00:00,25
2017-02-01 00:00:00,38
2017-03-01 00:00:00,40
2017-04-01 00:00:00,100
2017-05-01 00:00:00,50
2017-06-01 00:00:00,39
2017-07-01 00:00:00,70
2017-08-01 00:00:00,38
2017-09-01 00:00:00,35
2017-10-01 00:00:00,34
2017-12-01 00:00:00,30
2018-01-01 00:00:00,68
2018-02-01 00:00:00,32
2018-03-01 00:00:00,42
2018-05-01 00:00:00,49
2018-06-01 00:00:00,25
2018-07-01 00:00:00,31
2018-09-01 00:00:00,38
2018-10-01 00:00:00,42
2018-11-01 00:00:00,23
2019-02-01 00:00:00,34
2019-03-01 00:00:00,48
2019-04-01 00:00:00,37
2019-05-01 00:00:00,97
2019-08-01 00:00:00,95
2019-10-01 00:00:00,32
2019-11-01 00:00:00,63
2019-12-01 00:00:00,20
2020-01-01 00:00:00,29
2020-02-01 00:00:00,47
2020-04-01 00:00:00,33
2020-06-01 00:00:00,44
2020-10-01 00:00:00,81
2020-12-01 00:00:00,89
2021-02-01 00:00:00,71
2021-03-01 00:00:00,34
2021-04-01 00:00:00,22
2021-07-01 00:00:00,40
2021-08-01 00:00:00,37
2021-09-01 00:00:00,46
2021-10-01 00:00:00,41
2021-12-01 00:00:00,69
2022-02-01 00:00:00,24
2022-03-01 00:00:00,23
2022-04-01 00:00:00,89
2022-06-01 00:00:00,76
2022-07-01 00:00:00,30
2022-08-01 00:00:00,49
2022-09-01 00:00:00,48
2022-10-01 00:00:00,66
2022-11-01 00:00:00,29
2022-12-01 00:00:00,65
