,MVT_GT_Jacksonville FL
2015-12-01 00:00:00,68
2016-03-01 00:00:00,42
2016-07-01 00:00:00,21
2016-10-01 00:00:00,39
2016-12-01 00:00:00,23
2017-03-01 00:00:00,30
2017-04-01 00:00:00,27
2017-06-01 00:00:00,34
2017-07-01 00:00:00,52
2017-09-01 00:00:00,47
2017-10-01 00:00:00,29
2017-12-01 00:00:00,23
2018-01-01 00:00:00,38
2018-02-01 00:00:00,32
2018-04-01 00:00:00,69
2018-07-01 00:00:00,18
2018-08-01 00:00:00,34
2018-09-01 00:00:00,30
2018-10-01 00:00:00,61
2018-11-01 00:00:00,100
2018-12-01 00:00:00,22
2019-01-01 00:00:00,25
2019-02-01 00:00:00,26
2019-03-01 00:00:00,32
2019-04-01 00:00:00,34
2019-05-01 00:00:00,37
2019-06-01 00:00:00,30
2019-07-01 00:00:00,28
2019-08-01 00:00:00,34
2019-10-01 00:00:00,25
2019-11-01 00:00:00,43
2019-12-01 00:00:00,24
2020-01-01 00:00:00,56
2020-02-01 00:00:00,35
2020-03-01 00:00:00,17
2020-04-01 00:00:00,22
2020-05-01 00:00:00,12
2020-06-01 00:00:00,28
2020-07-01 00:00:00,23
2020-10-01 00:00:00,40
2020-12-01 00:00:00,34
2021-01-01 00:00:00,42
2021-02-01 00:00:00,20
2021-04-01 00:00:00,12
2021-05-01 00:00:00,13
2021-06-01 00:00:00,58
2021-07-01 00:00:00,32
2021-08-01 00:00:00,42
2021-09-01 00:00:00,53
2021-11-01 00:00:00,34
2021-12-01 00:00:00,15
2022-02-01 00:00:00,51
2022-03-01 00:00:00,24
2022-04-01 00:00:00,35
2022-05-01 00:00:00,19
2022-06-01 00:00:00,17
2022-07-01 00:00:00,21
2022-10-01 00:00:00,36
2022-11-01 00:00:00,22
2022-12-01 00:00:00,40
