,MVT_GT_Colorado Springs-Pueblo CO
2015-02-01 00:00:00,42
2015-05-01 00:00:00,63
2015-07-01 00:00:00,42
2016-01-01 00:00:00,58
2016-03-01 00:00:00,34
2016-05-01 00:00:00,23
2016-08-01 00:00:00,24
2016-09-01 00:00:00,82
2016-10-01 00:00:00,70
2017-02-01 00:00:00,29
2017-03-01 00:00:00,54
2017-07-01 00:00:00,61
2017-08-01 00:00:00,46
2017-09-01 00:00:00,60
2017-10-01 00:00:00,60
2017-11-01 00:00:00,45
2017-12-01 00:00:00,62
2018-01-01 00:00:00,87
2018-02-01 00:00:00,50
2018-04-01 00:00:00,33
2018-05-01 00:00:00,52
2018-06-01 00:00:00,46
2018-08-01 00:00:00,33
2018-10-01 00:00:00,53
2018-11-01 00:00:00,44
2019-01-01 00:00:00,41
2019-03-01 00:00:00,19
2019-04-01 00:00:00,54
2019-06-01 00:00:00,32
2019-07-01 00:00:00,100
2019-08-01 00:00:00,19
2019-09-01 00:00:00,38
2019-10-01 00:00:00,62
2019-11-01 00:00:00,21
2019-12-01 00:00:00,26
2020-01-01 00:00:00,92
2020-02-01 00:00:00,23
2020-03-01 00:00:00,27
2020-04-01 00:00:00,21
2020-06-01 00:00:00,98
2020-07-01 00:00:00,28
2020-08-01 00:00:00,23
2020-09-01 00:00:00,36
2020-10-01 00:00:00,24
2020-11-01 00:00:00,24
2021-01-01 00:00:00,28
2021-03-01 00:00:00,28
2021-04-01 00:00:00,20
2021-05-01 00:00:00,35
2021-06-01 00:00:00,23
2021-07-01 00:00:00,51
2021-08-01 00:00:00,39
2021-09-01 00:00:00,47
2021-11-01 00:00:00,43
2021-12-01 00:00:00,33
2022-03-01 00:00:00,23
2022-04-01 00:00:00,38
2022-05-01 00:00:00,30
2022-07-01 00:00:00,52
2022-08-01 00:00:00,26
2022-09-01 00:00:00,47
2022-10-01 00:00:00,19
2022-11-01 00:00:00,37
2022-12-01 00:00:00,25
