,MVT_GT_Jacksonville FL
2015-02-01 00:00:00,26
2015-03-01 00:00:00,37
2015-04-01 00:00:00,42
2015-05-01 00:00:00,32
2015-07-01 00:00:00,100
2015-08-01 00:00:00,23
2015-09-01 00:00:00,68
2016-03-01 00:00:00,8
2016-06-01 00:00:00,39
2016-08-01 00:00:00,11
2016-10-01 00:00:00,20
2016-11-01 00:00:00,16
2017-01-01 00:00:00,25
2017-02-01 00:00:00,16
2017-03-01 00:00:00,23
2017-06-01 00:00:00,15
2017-07-01 00:00:00,32
2017-08-01 00:00:00,16
2017-09-01 00:00:00,16
2017-10-01 00:00:00,21
2017-11-01 00:00:00,16
2018-01-01 00:00:00,24
2018-04-01 00:00:00,33
2018-05-01 00:00:00,16
2018-06-01 00:00:00,35
2018-07-01 00:00:00,11
2018-09-01 00:00:00,21
2018-10-01 00:00:00,32
2018-11-01 00:00:00,27
2018-12-01 00:00:00,15
2019-03-01 00:00:00,22
2019-05-01 00:00:00,31
2019-06-01 00:00:00,14
2019-07-01 00:00:00,19
2019-09-01 00:00:00,10
2019-10-01 00:00:00,17
2019-11-01 00:00:00,21
2019-12-01 00:00:00,21
2020-01-01 00:00:00,25
2020-03-01 00:00:00,9
2020-04-01 00:00:00,17
2020-05-01 00:00:00,9
2020-06-01 00:00:00,15
2020-10-01 00:00:00,9
2020-11-01 00:00:00,9
2020-12-01 00:00:00,17
2021-01-01 00:00:00,14
2021-02-01 00:00:00,22
2021-05-01 00:00:00,17
2021-06-01 00:00:00,40
2021-08-01 00:00:00,10
2021-09-01 00:00:00,9
2021-10-01 00:00:00,12
2021-11-01 00:00:00,18
2022-01-01 00:00:00,12
2022-02-01 00:00:00,21
2022-03-01 00:00:00,19
2022-04-01 00:00:00,18
2022-05-01 00:00:00,12
2022-07-01 00:00:00,14
2022-08-01 00:00:00,9
2022-09-01 00:00:00,31
2022-10-01 00:00:00,28
2022-11-01 00:00:00,15
2022-12-01 00:00:00,29
