,MVT_GT_Tucson AZ
2015-04-01 00:00:00,50
2015-10-01 00:00:00,69
2015-11-01 00:00:00,37
2015-12-01 00:00:00,33
2016-03-01 00:00:00,33
2016-04-01 00:00:00,23
2016-07-01 00:00:00,29
2016-08-01 00:00:00,74
2016-09-01 00:00:00,36
2016-12-01 00:00:00,21
2017-01-01 00:00:00,50
2017-02-01 00:00:00,28
2017-04-01 00:00:00,38
2017-05-01 00:00:00,22
2017-07-01 00:00:00,42
2017-11-01 00:00:00,28
2017-12-01 00:00:00,37
2018-03-01 00:00:00,38
2018-04-01 00:00:00,41
2018-05-01 00:00:00,28
2018-06-01 00:00:00,45
2018-07-01 00:00:00,21
2018-08-01 00:00:00,20
2018-09-01 00:00:00,36
2018-11-01 00:00:00,32
2019-02-01 00:00:00,27
2019-03-01 00:00:00,28
2019-04-01 00:00:00,63
2019-05-01 00:00:00,37
2019-06-01 00:00:00,22
2019-07-01 00:00:00,24
2019-08-01 00:00:00,30
2019-09-01 00:00:00,30
2020-01-01 00:00:00,38
2020-02-01 00:00:00,51
2020-08-01 00:00:00,52
2020-11-01 00:00:00,28
2021-02-01 00:00:00,15
2021-07-01 00:00:00,20
2021-08-01 00:00:00,23
2022-01-01 00:00:00,50
2022-02-01 00:00:00,27
2022-03-01 00:00:00,100
2022-04-01 00:00:00,16
2022-05-01 00:00:00,17
2022-08-01 00:00:00,37
2022-09-01 00:00:00,45
2022-10-01 00:00:00,15
2022-11-01 00:00:00,53
2022-12-01 00:00:00,31
