,MVT_GT_Wichita-Hutchinson KS
2015-01-01 00:00:00,58
2015-02-01 00:00:00,56
2015-03-01 00:00:00,89
2016-01-01 00:00:00,52
2016-02-01 00:00:00,64
2016-05-01 00:00:00,40
2016-09-01 00:00:00,58
2017-04-01 00:00:00,26
2017-06-01 00:00:00,45
2017-11-01 00:00:00,71
2018-01-01 00:00:00,96
2018-02-01 00:00:00,87
2018-05-01 00:00:00,38
2018-06-01 00:00:00,28
2018-08-01 00:00:00,66
2018-09-01 00:00:00,57
2018-10-01 00:00:00,27
2018-11-01 00:00:00,36
2018-12-01 00:00:00,68
2019-01-01 00:00:00,49
2019-04-01 00:00:00,79
2019-05-01 00:00:00,46
2019-06-01 00:00:00,100
2019-07-01 00:00:00,48
2019-09-01 00:00:00,45
2020-02-01 00:00:00,83
2020-03-01 00:00:00,41
2020-04-01 00:00:00,29
2020-05-01 00:00:00,51
2020-06-01 00:00:00,59
2020-08-01 00:00:00,22
2020-12-01 00:00:00,57
2021-01-01 00:00:00,42
2021-03-01 00:00:00,89
2021-04-01 00:00:00,36
2021-05-01 00:00:00,47
2021-06-01 00:00:00,55
2021-07-01 00:00:00,57
2021-08-01 00:00:00,42
2021-11-01 00:00:00,34
2021-12-01 00:00:00,46
2022-01-01 00:00:00,48
2022-02-01 00:00:00,37
2022-05-01 00:00:00,80
2022-06-01 00:00:00,50
2022-07-01 00:00:00,42
2022-08-01 00:00:00,26
2022-09-01 00:00:00,54
2022-10-01 00:00:00,29
2022-12-01 00:00:00,55
