,MVT_GT_Memphis TN
2015-01-01 00:00:00,34
2015-02-01 00:00:00,41
2015-04-01 00:00:00,44
2015-10-01 00:00:00,63
2015-11-01 00:00:00,79
2016-01-01 00:00:00,81
2016-03-01 00:00:00,23
2016-04-01 00:00:00,70
2016-05-01 00:00:00,35
2016-07-01 00:00:00,81
2016-08-01 00:00:00,50
2016-09-01 00:00:00,68
2016-11-01 00:00:00,38
2016-12-01 00:00:00,46
2017-01-01 00:00:00,63
2017-03-01 00:00:00,22
2017-05-01 00:00:00,77
2017-06-01 00:00:00,32
2017-07-01 00:00:00,35
2017-08-01 00:00:00,24
2017-09-01 00:00:00,16
2017-11-01 00:00:00,47
2017-12-01 00:00:00,26
2018-01-01 00:00:00,52
2018-02-01 00:00:00,31
2018-03-01 00:00:00,34
2018-05-01 00:00:00,27
2018-07-01 00:00:00,100
2018-09-01 00:00:00,63
2018-10-01 00:00:00,33
2018-11-01 00:00:00,33
2019-02-01 00:00:00,57
2019-03-01 00:00:00,23
2019-05-01 00:00:00,35
2019-06-01 00:00:00,21
2019-08-01 00:00:00,29
2019-09-01 00:00:00,27
2019-11-01 00:00:00,28
2019-12-01 00:00:00,50
2020-01-01 00:00:00,39
2020-02-01 00:00:00,56
2020-03-01 00:00:00,31
2020-05-01 00:00:00,20
2020-06-01 00:00:00,46
2020-08-01 00:00:00,29
2020-09-01 00:00:00,64
2020-10-01 00:00:00,65
2020-11-01 00:00:00,36
2020-12-01 00:00:00,33
2021-01-01 00:00:00,16
2021-03-01 00:00:00,47
2021-04-01 00:00:00,16
2021-06-01 00:00:00,55
2021-07-01 00:00:00,57
2021-08-01 00:00:00,22
2021-09-01 00:00:00,49
2021-11-01 00:00:00,34
2021-12-01 00:00:00,42
2022-01-01 00:00:00,19
2022-02-01 00:00:00,38
2022-04-01 00:00:00,33
2022-05-01 00:00:00,56
2022-06-01 00:00:00,47
2022-07-01 00:00:00,52
2022-08-01 00:00:00,38
2022-09-01 00:00:00,77
2022-10-01 00:00:00,81
2022-11-01 00:00:00,81
2022-12-01 00:00:00,69
