,MVT_GT_Memphis TN
2015-06-01 00:00:00,47
2015-08-01 00:00:00,73
2015-09-01 00:00:00,70
2015-10-01 00:00:00,42
2015-12-01 00:00:00,46
2016-01-01 00:00:00,70
2016-06-01 00:00:00,26
2016-07-01 00:00:00,25
2016-08-01 00:00:00,26
2016-09-01 00:00:00,58
2016-11-01 00:00:00,22
2016-12-01 00:00:00,43
2017-01-01 00:00:00,91
2017-05-01 00:00:00,50
2017-07-01 00:00:00,39
2017-08-01 00:00:00,37
2017-10-01 00:00:00,71
2017-11-01 00:00:00,78
2017-12-01 00:00:00,47
2018-01-01 00:00:00,32
2018-02-01 00:00:00,21
2018-03-01 00:00:00,64
2018-04-01 00:00:00,36
2018-06-01 00:00:00,35
2018-07-01 00:00:00,48
2018-08-01 00:00:00,26
2018-09-01 00:00:00,69
2018-10-01 00:00:00,80
2018-11-01 00:00:00,36
2019-04-01 00:00:00,70
2019-05-01 00:00:00,70
2019-06-01 00:00:00,37
2019-08-01 00:00:00,45
2019-09-01 00:00:00,29
2019-10-01 00:00:00,76
2019-11-01 00:00:00,30
2019-12-01 00:00:00,50
2020-01-01 00:00:00,41
2020-02-01 00:00:00,72
2020-03-01 00:00:00,21
2020-04-01 00:00:00,51
2020-05-01 00:00:00,26
2020-06-01 00:00:00,48
2020-07-01 00:00:00,32
2020-08-01 00:00:00,25
2020-09-01 00:00:00,79
2020-10-01 00:00:00,47
2020-11-01 00:00:00,40
2020-12-01 00:00:00,43
2021-01-01 00:00:00,73
2021-03-01 00:00:00,35
2021-04-01 00:00:00,25
2021-06-01 00:00:00,39
2021-07-01 00:00:00,51
2021-09-01 00:00:00,45
2021-10-01 00:00:00,59
2022-02-01 00:00:00,47
2022-03-01 00:00:00,34
2022-04-01 00:00:00,33
2022-05-01 00:00:00,45
2022-06-01 00:00:00,32
2022-07-01 00:00:00,100
2022-08-01 00:00:00,63
2022-09-01 00:00:00,27
2022-10-01 00:00:00,63
2022-11-01 00:00:00,60
2022-12-01 00:00:00,76
