,MVT_GT_Tucson AZ
2015-03-01 00:00:00,62
2015-07-01 00:00:00,54
2015-09-01 00:00:00,47
2015-12-01 00:00:00,39
2016-04-01 00:00:00,46
2016-05-01 00:00:00,84
2016-08-01 00:00:00,38
2017-02-01 00:00:00,25
2017-03-01 00:00:00,35
2017-04-01 00:00:00,38
2017-05-01 00:00:00,62
2017-10-01 00:00:00,54
2017-11-01 00:00:00,35
2017-12-01 00:00:00,51
2018-01-01 00:00:00,27
2018-02-01 00:00:00,46
2018-03-01 00:00:00,60
2018-04-01 00:00:00,63
2018-06-01 00:00:00,81
2018-10-01 00:00:00,26
2018-11-01 00:00:00,25
2018-12-01 00:00:00,43
2019-02-01 00:00:00,21
2019-04-01 00:00:00,100
2019-05-01 00:00:00,73
2019-07-01 00:00:00,44
2019-08-01 00:00:00,30
2019-11-01 00:00:00,26
2020-01-01 00:00:00,36
2020-06-01 00:00:00,23
2020-08-01 00:00:00,17
2020-09-01 00:00:00,35
2020-10-01 00:00:00,80
2020-12-01 00:00:00,30
2021-01-01 00:00:00,34
2021-04-01 00:00:00,63
2021-05-01 00:00:00,38
2021-09-01 00:00:00,26
2021-11-01 00:00:00,44
2021-12-01 00:00:00,62
2022-01-01 00:00:00,34
2022-03-01 00:00:00,62
2022-04-01 00:00:00,64
2022-05-01 00:00:00,29
2022-06-01 00:00:00,34
2022-07-01 00:00:00,21
2022-08-01 00:00:00,56
2022-09-01 00:00:00,33
2022-11-01 00:00:00,31
2022-12-01 00:00:00,29
