,MVT_GT_El Paso TX
2015-09-01 00:00:00,29
2016-03-01 00:00:00,24
2016-06-01 00:00:00,73
2016-11-01 00:00:00,58
2017-01-01 00:00:00,68
2017-04-01 00:00:00,51
2017-06-01 00:00:00,42
2017-07-01 00:00:00,38
2017-08-01 00:00:00,47
2017-09-01 00:00:00,54
2017-11-01 00:00:00,100
2018-04-01 00:00:00,47
2018-08-01 00:00:00,22
2019-02-01 00:00:00,36
2019-04-01 00:00:00,46
2019-07-01 00:00:00,33
2019-08-01 00:00:00,58
2019-09-01 00:00:00,28
2020-01-01 00:00:00,36
2020-02-01 00:00:00,27
2020-04-01 00:00:00,14
2020-05-01 00:00:00,58
2020-06-01 00:00:00,62
2020-09-01 00:00:00,34
2020-12-01 00:00:00,19
2021-01-01 00:00:00,19
2021-02-01 00:00:00,21
2021-03-01 00:00:00,18
2021-05-01 00:00:00,37
2021-07-01 00:00:00,25
2021-08-01 00:00:00,34
2022-02-01 00:00:00,60
2022-03-01 00:00:00,42
2022-04-01 00:00:00,25
2022-05-01 00:00:00,54
2022-07-01 00:00:00,83
2022-08-01 00:00:00,15
2022-09-01 00:00:00,27
2022-12-01 00:00:00,34
