,MVT_GT_Tulsa OK
2015-01-01 00:00:00,29
2015-05-01 00:00:00,36
2015-06-01 00:00:00,34
2015-07-01 00:00:00,46
2015-08-01 00:00:00,36
2015-10-01 00:00:00,32
2015-11-01 00:00:00,19
2016-05-01 00:00:00,30
2016-06-01 00:00:00,28
2016-07-01 00:00:00,45
2016-09-01 00:00:00,44
2016-10-01 00:00:00,18
2016-11-01 00:00:00,37
2016-12-01 00:00:00,24
2017-01-01 00:00:00,22
2017-03-01 00:00:00,30
2017-04-01 00:00:00,80
2017-06-01 00:00:00,22
2017-09-01 00:00:00,19
2017-10-01 00:00:00,40
2017-11-01 00:00:00,45
2018-02-01 00:00:00,92
2018-04-01 00:00:00,86
2018-05-01 00:00:00,49
2018-06-01 00:00:00,41
2018-07-01 00:00:00,82
2018-08-01 00:00:00,34
2018-09-01 00:00:00,73
2018-10-01 00:00:00,50
2018-11-01 00:00:00,40
2018-12-01 00:00:00,47
2019-02-01 00:00:00,47
2019-06-01 00:00:00,56
2019-07-01 00:00:00,36
2019-08-01 00:00:00,50
2019-09-01 00:00:00,43
2019-10-01 00:00:00,44
2019-11-01 00:00:00,33
2019-12-01 00:00:00,66
2020-02-01 00:00:00,100
2020-05-01 00:00:00,26
2020-07-01 00:00:00,58
2020-08-01 00:00:00,61
2020-10-01 00:00:00,29
2020-11-01 00:00:00,58
2020-12-01 00:00:00,51
2021-01-01 00:00:00,24
2021-02-01 00:00:00,31
2021-03-01 00:00:00,65
2021-06-01 00:00:00,20
2021-07-01 00:00:00,37
2021-09-01 00:00:00,38
2022-01-01 00:00:00,68
2022-04-01 00:00:00,29
2022-05-01 00:00:00,47
2022-06-01 00:00:00,60
2022-07-01 00:00:00,43
2022-09-01 00:00:00,60
2022-10-01 00:00:00,24
2022-11-01 00:00:00,24
