,MVT_GT_Wichita-Hutchinson KS
2015-10-01 00:00:00,46
2015-12-01 00:00:00,32
2016-01-01 00:00:00,28
2016-05-01 00:00:00,31
2016-09-01 00:00:00,69
2016-11-01 00:00:00,73
2016-12-01 00:00:00,32
2017-01-01 00:00:00,48
2017-02-01 00:00:00,63
2017-04-01 00:00:00,49
2017-05-01 00:00:00,23
2017-06-01 00:00:00,100
2017-07-01 00:00:00,34
2017-09-01 00:00:00,39
2017-10-01 00:00:00,66
2017-11-01 00:00:00,56
2017-12-01 00:00:00,55
2018-02-01 00:00:00,36
2018-03-01 00:00:00,88
2018-06-01 00:00:00,34
2018-07-01 00:00:00,24
2018-09-01 00:00:00,56
2018-11-01 00:00:00,47
2019-04-01 00:00:00,57
2019-05-01 00:00:00,23
2019-06-01 00:00:00,32
2019-09-01 00:00:00,21
2019-10-01 00:00:00,32
2019-12-01 00:00:00,47
2020-05-01 00:00:00,25
2020-10-01 00:00:00,37
2020-12-01 00:00:00,32
2021-01-01 00:00:00,31
2021-03-01 00:00:00,44
2021-04-01 00:00:00,29
2021-05-01 00:00:00,53
2021-08-01 00:00:00,47
2021-10-01 00:00:00,45
2022-02-01 00:00:00,36
2022-03-01 00:00:00,25
2022-05-01 00:00:00,42
2022-08-01 00:00:00,28
2022-09-01 00:00:00,26
2022-10-01 00:00:00,23
