,MVT_GT_Bakersfield CA
2015-05-01 00:00:00,43
2015-09-01 00:00:00,44
2015-12-01 00:00:00,44
2016-03-01 00:00:00,53
2016-05-01 00:00:00,44
2016-06-01 00:00:00,79
2016-12-01 00:00:00,46
2017-01-01 00:00:00,29
2017-04-01 00:00:00,41
2017-05-01 00:00:00,71
2017-07-01 00:00:00,100
2017-08-01 00:00:00,22
2017-09-01 00:00:00,42
2017-10-01 00:00:00,61
2018-02-01 00:00:00,76
2018-05-01 00:00:00,25
2018-06-01 00:00:00,26
2018-07-01 00:00:00,22
2018-11-01 00:00:00,47
2019-03-01 00:00:00,36
2019-06-01 00:00:00,24
2019-07-01 00:00:00,90
2019-08-01 00:00:00,72
2020-01-01 00:00:00,17
2020-03-01 00:00:00,31
2020-04-01 00:00:00,18
2020-05-01 00:00:00,32
2020-07-01 00:00:00,23
2020-08-01 00:00:00,35
2020-10-01 00:00:00,35
2020-11-01 00:00:00,33
2020-12-01 00:00:00,67
2021-01-01 00:00:00,40
2021-03-01 00:00:00,30
2021-06-01 00:00:00,35
2021-07-01 00:00:00,27
2021-08-01 00:00:00,37
2021-10-01 00:00:00,44
2021-11-01 00:00:00,65
2022-04-01 00:00:00,46
2022-07-01 00:00:00,34
2022-08-01 00:00:00,36
2022-09-01 00:00:00,52
2022-10-01 00:00:00,41
2022-12-01 00:00:00,55
