,MVT_GT_Jacksonville FL
2015-02-01 00:00:00,42
2015-04-01 00:00:00,41
2015-07-01 00:00:00,71
2015-08-01 00:00:00,37
2015-10-01 00:00:00,60
2015-12-01 00:00:00,100
2016-02-01 00:00:00,13
2016-03-01 00:00:00,34
2016-06-01 00:00:00,27
2016-07-01 00:00:00,17
2016-08-01 00:00:00,26
2016-11-01 00:00:00,19
2016-12-01 00:00:00,28
2017-02-01 00:00:00,24
2017-03-01 00:00:00,12
2017-05-01 00:00:00,27
2017-06-01 00:00:00,15
2017-07-01 00:00:00,38
2017-10-01 00:00:00,20
2017-11-01 00:00:00,22
2017-12-01 00:00:00,18
2018-01-01 00:00:00,21
2018-03-01 00:00:00,17
2018-04-01 00:00:00,39
2018-06-01 00:00:00,19
2018-07-01 00:00:00,14
2018-08-01 00:00:00,43
2018-09-01 00:00:00,50
2018-10-01 00:00:00,24
2018-11-01 00:00:00,37
2018-12-01 00:00:00,24
2019-01-01 00:00:00,11
2019-03-01 00:00:00,32
2019-04-01 00:00:00,31
2019-05-01 00:00:00,27
2019-06-01 00:00:00,27
2019-07-01 00:00:00,19
2019-11-01 00:00:00,45
2019-12-01 00:00:00,31
2020-01-01 00:00:00,51
2020-02-01 00:00:00,22
2020-03-01 00:00:00,17
2020-04-01 00:00:00,23
2020-05-01 00:00:00,11
2020-06-01 00:00:00,21
2020-07-01 00:00:00,31
2020-08-01 00:00:00,15
2020-10-01 00:00:00,19
2020-11-01 00:00:00,16
2020-12-01 00:00:00,31
2021-01-01 00:00:00,19
2021-03-01 00:00:00,17
2021-04-01 00:00:00,10
2021-06-01 00:00:00,36
2021-07-01 00:00:00,10
2021-08-01 00:00:00,19
2021-09-01 00:00:00,16
2021-10-01 00:00:00,11
2021-11-01 00:00:00,24
2022-01-01 00:00:00,25
2022-03-01 00:00:00,21
2022-04-01 00:00:00,25
2022-05-01 00:00:00,25
2022-07-01 00:00:00,19
2022-08-01 00:00:00,34
2022-09-01 00:00:00,39
2022-10-01 00:00:00,19
2022-11-01 00:00:00,13
2022-12-01 00:00:00,33
