,MVT_GT_Tulsa OK
2015-02-01 00:00:00,46
2015-03-01 00:00:00,27
2015-05-01 00:00:00,54
2015-06-01 00:00:00,34
2015-09-01 00:00:00,50
2015-11-01 00:00:00,21
2016-02-01 00:00:00,100
2016-07-01 00:00:00,69
2016-10-01 00:00:00,18
2016-11-01 00:00:00,46
2016-12-01 00:00:00,29
2017-01-01 00:00:00,27
2017-04-01 00:00:00,58
2017-10-01 00:00:00,13
2017-11-01 00:00:00,16
2018-01-01 00:00:00,23
2018-05-01 00:00:00,39
2018-06-01 00:00:00,32
2018-07-01 00:00:00,46
2018-08-01 00:00:00,21
2018-09-01 00:00:00,28
2018-10-01 00:00:00,22
2018-11-01 00:00:00,29
2018-12-01 00:00:00,28
2019-01-01 00:00:00,37
2019-02-01 00:00:00,35
2019-06-01 00:00:00,31
2019-08-01 00:00:00,38
2019-09-01 00:00:00,32
2019-10-01 00:00:00,46
2019-12-01 00:00:00,16
2020-01-01 00:00:00,29
2020-02-01 00:00:00,42
2020-05-01 00:00:00,18
2020-07-01 00:00:00,20
2020-08-01 00:00:00,44
2020-09-01 00:00:00,34
2020-11-01 00:00:00,45
2020-12-01 00:00:00,40
2021-01-01 00:00:00,66
2021-02-01 00:00:00,20
2021-03-01 00:00:00,17
2021-04-01 00:00:00,36
2021-06-01 00:00:00,42
2021-07-01 00:00:00,29
2021-09-01 00:00:00,53
2021-10-01 00:00:00,39
2021-11-01 00:00:00,31
2022-01-01 00:00:00,51
2022-02-01 00:00:00,16
2022-04-01 00:00:00,46
2022-05-01 00:00:00,55
2022-06-01 00:00:00,36
2022-07-01 00:00:00,19
2022-08-01 00:00:00,21
2022-09-01 00:00:00,41
2022-10-01 00:00:00,16
2022-12-01 00:00:00,20
