,MVT_GT_Colorado Springs-Pueblo CO
2015-03-01 00:00:00,96
2015-04-01 00:00:00,53
2015-05-01 00:00:00,62
2015-11-01 00:00:00,85
2015-12-01 00:00:00,65
2016-09-01 00:00:00,33
2016-12-01 00:00:00,50
2017-01-01 00:00:00,67
2017-02-01 00:00:00,91
2017-05-01 00:00:00,47
2017-07-01 00:00:00,77
2017-10-01 00:00:00,40
2017-11-01 00:00:00,83
2018-01-01 00:00:00,34
2018-02-01 00:00:00,48
2018-03-01 00:00:00,28
2018-04-01 00:00:00,33
2018-05-01 00:00:00,68
2018-06-01 00:00:00,100
2018-11-01 00:00:00,90
2018-12-01 00:00:00,70
2019-03-01 00:00:00,40
2019-04-01 00:00:00,27
2019-06-01 00:00:00,48
2019-10-01 00:00:00,47
2019-11-01 00:00:00,34
2019-12-01 00:00:00,46
2020-01-01 00:00:00,42
2020-02-01 00:00:00,42
2020-03-01 00:00:00,28
2020-04-01 00:00:00,27
2020-05-01 00:00:00,80
2020-06-01 00:00:00,26
2020-08-01 00:00:00,51
2020-09-01 00:00:00,21
2020-11-01 00:00:00,27
2020-12-01 00:00:00,31
2021-01-01 00:00:00,34
2021-03-01 00:00:00,23
2021-05-01 00:00:00,23
2021-07-01 00:00:00,35
2021-08-01 00:00:00,32
2021-09-01 00:00:00,36
2021-12-01 00:00:00,26
2022-02-01 00:00:00,42
2022-03-01 00:00:00,39
2022-04-01 00:00:00,65
2022-05-01 00:00:00,26
2022-07-01 00:00:00,32
2022-08-01 00:00:00,28
2022-09-01 00:00:00,89
2022-12-01 00:00:00,61
