,MVT_GT_Memphis TN
2015-04-01 00:00:00,49
2015-05-01 00:00:00,25
2015-12-01 00:00:00,41
2016-01-01 00:00:00,57
2016-04-01 00:00:00,34
2016-06-01 00:00:00,31
2016-07-01 00:00:00,50
2016-09-01 00:00:00,56
2016-11-01 00:00:00,23
2016-12-01 00:00:00,39
2017-01-01 00:00:00,36
2017-03-01 00:00:00,14
2017-04-01 00:00:00,23
2017-05-01 00:00:00,61
2017-07-01 00:00:00,15
2017-08-01 00:00:00,21
2017-10-01 00:00:00,37
2017-11-01 00:00:00,31
2017-12-01 00:00:00,24
2018-01-01 00:00:00,24
2018-02-01 00:00:00,27
2018-03-01 00:00:00,91
2018-04-01 00:00:00,41
2018-07-01 00:00:00,41
2018-08-01 00:00:00,20
2018-09-01 00:00:00,49
2018-11-01 00:00:00,45
2018-12-01 00:00:00,39
2019-02-01 00:00:00,30
2019-03-01 00:00:00,34
2019-05-01 00:00:00,15
2019-06-01 00:00:00,45
2019-08-01 00:00:00,33
2019-09-01 00:00:00,29
2019-11-01 00:00:00,16
2019-12-01 00:00:00,66
2020-01-01 00:00:00,24
2020-03-01 00:00:00,27
2020-04-01 00:00:00,19
2020-06-01 00:00:00,13
2020-07-01 00:00:00,41
2020-08-01 00:00:00,31
2020-09-01 00:00:00,84
2020-11-01 00:00:00,15
2020-12-01 00:00:00,36
2021-01-01 00:00:00,33
2021-02-01 00:00:00,45
2021-03-01 00:00:00,12
2021-04-01 00:00:00,15
2021-06-01 00:00:00,42
2021-07-01 00:00:00,32
2021-08-01 00:00:00,21
2021-09-01 00:00:00,36
2021-10-01 00:00:00,23
2021-11-01 00:00:00,100
2021-12-01 00:00:00,64
2022-04-01 00:00:00,24
2022-05-01 00:00:00,24
2022-06-01 00:00:00,44
2022-07-01 00:00:00,23
2022-08-01 00:00:00,85
2022-09-01 00:00:00,44
2022-10-01 00:00:00,44
2022-11-01 00:00:00,30
2022-12-01 00:00:00,58
