,MVT_GT_Tulsa OK
2015-01-01 00:00:00,24
2015-06-01 00:00:00,41
2015-10-01 00:00:00,41
2015-11-01 00:00:00,16
2016-02-01 00:00:00,23
2016-03-01 00:00:00,19
2016-05-01 00:00:00,37
2016-07-01 00:00:00,41
2016-08-01 00:00:00,52
2016-09-01 00:00:00,45
2016-10-01 00:00:00,15
2016-11-01 00:00:00,20
2016-12-01 00:00:00,64
2017-01-01 00:00:00,25
2017-03-01 00:00:00,51
2017-04-01 00:00:00,63
2017-05-01 00:00:00,18
2017-06-01 00:00:00,13
2017-07-01 00:00:00,45
2017-10-01 00:00:00,29
2017-11-01 00:00:00,29
2018-01-01 00:00:00,35
2018-02-01 00:00:00,56
2018-03-01 00:00:00,30
2018-04-01 00:00:00,43
2018-05-01 00:00:00,44
2018-06-01 00:00:00,18
2018-07-01 00:00:00,93
2018-08-01 00:00:00,50
2018-10-01 00:00:00,55
2018-11-01 00:00:00,22
2018-12-01 00:00:00,78
2019-01-01 00:00:00,38
2019-02-01 00:00:00,70
2019-04-01 00:00:00,58
2019-05-01 00:00:00,23
2019-08-01 00:00:00,72
2019-10-01 00:00:00,35
2019-11-01 00:00:00,62
2019-12-01 00:00:00,49
2020-02-01 00:00:00,50
2020-03-01 00:00:00,82
2020-04-01 00:00:00,13
2020-06-01 00:00:00,66
2020-07-01 00:00:00,48
2020-08-01 00:00:00,65
2020-09-01 00:00:00,32
2020-11-01 00:00:00,100
2021-01-01 00:00:00,24
2021-03-01 00:00:00,41
2021-04-01 00:00:00,71
2021-05-01 00:00:00,35
2021-06-01 00:00:00,19
2021-07-01 00:00:00,45
2021-08-01 00:00:00,31
2021-09-01 00:00:00,72
2021-10-01 00:00:00,27
2022-01-01 00:00:00,73
2022-02-01 00:00:00,51
2022-04-01 00:00:00,40
2022-05-01 00:00:00,46
2022-06-01 00:00:00,56
2022-07-01 00:00:00,34
2022-08-01 00:00:00,30
2022-09-01 00:00:00,40
2022-10-01 00:00:00,22
2022-11-01 00:00:00,25
