,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,25
2015-03-01 00:00:00,29
2015-06-01 00:00:00,39
2015-07-01 00:00:00,81
2015-09-01 00:00:00,64
2015-11-01 00:00:00,59
2016-01-01 00:00:00,30
2016-02-01 00:00:00,79
2016-03-01 00:00:00,26
2016-05-01 00:00:00,47
2016-08-01 00:00:00,35
2016-12-01 00:00:00,26
2017-01-01 00:00:00,23
2017-03-01 00:00:00,51
2017-04-01 00:00:00,33
2017-05-01 00:00:00,28
2017-06-01 00:00:00,61
2017-07-01 00:00:00,34
2017-10-01 00:00:00,20
2017-11-01 00:00:00,45
2017-12-01 00:00:00,61
2018-02-01 00:00:00,51
2018-03-01 00:00:00,34
2018-04-01 00:00:00,32
2018-06-01 00:00:00,25
2018-07-01 00:00:00,19
2018-09-01 00:00:00,46
2018-12-01 00:00:00,44
2019-02-01 00:00:00,35
2019-04-01 00:00:00,32
2019-05-01 00:00:00,52
2019-06-01 00:00:00,37
2019-07-01 00:00:00,19
2019-09-01 00:00:00,22
2019-11-01 00:00:00,37
2020-01-01 00:00:00,27
2020-03-01 00:00:00,17
2020-05-01 00:00:00,27
2020-08-01 00:00:00,24
2020-11-01 00:00:00,87
2020-12-01 00:00:00,100
2021-01-01 00:00:00,36
2021-03-01 00:00:00,51
2021-05-01 00:00:00,38
2021-07-01 00:00:00,46
2021-08-01 00:00:00,58
2021-10-01 00:00:00,49
2022-02-01 00:00:00,33
2022-03-01 00:00:00,43
2022-06-01 00:00:00,44
2022-07-01 00:00:00,45
2022-08-01 00:00:00,28
2022-12-01 00:00:00,25
