,MVT_GT_Omaha NE
2015-01-01 00:00:00,67
2015-08-01 00:00:00,36
2015-10-01 00:00:00,66
2015-12-01 00:00:00,32
2016-01-01 00:00:00,51
2016-02-01 00:00:00,53
2016-03-01 00:00:00,23
2016-05-01 00:00:00,37
2016-06-01 00:00:00,46
2016-07-01 00:00:00,49
2016-09-01 00:00:00,29
2016-10-01 00:00:00,41
2016-11-01 00:00:00,74
2017-02-01 00:00:00,30
2017-04-01 00:00:00,49
2017-05-01 00:00:00,43
2017-06-01 00:00:00,63
2017-07-01 00:00:00,19
2017-08-01 00:00:00,63
2017-10-01 00:00:00,28
2017-11-01 00:00:00,35
2018-01-01 00:00:00,29
2018-02-01 00:00:00,36
2018-03-01 00:00:00,21
2018-05-01 00:00:00,29
2018-07-01 00:00:00,42
2018-08-01 00:00:00,20
2018-09-01 00:00:00,18
2018-12-01 00:00:00,28
2019-03-01 00:00:00,54
2019-05-01 00:00:00,52
2019-07-01 00:00:00,72
2019-11-01 00:00:00,100
2019-12-01 00:00:00,24
2020-01-01 00:00:00,21
2020-02-01 00:00:00,30
2020-04-01 00:00:00,27
2020-05-01 00:00:00,14
2020-06-01 00:00:00,35
2020-08-01 00:00:00,19
2020-09-01 00:00:00,14
2020-10-01 00:00:00,51
2020-12-01 00:00:00,70
2021-01-01 00:00:00,32
2021-03-01 00:00:00,50
2021-04-01 00:00:00,40
2021-05-01 00:00:00,18
2021-07-01 00:00:00,16
2021-09-01 00:00:00,29
2021-10-01 00:00:00,48
2021-12-01 00:00:00,74
2022-03-01 00:00:00,52
2022-04-01 00:00:00,59
2022-05-01 00:00:00,22
2022-07-01 00:00:00,70
2022-08-01 00:00:00,33
2022-09-01 00:00:00,49
2022-10-01 00:00:00,47
2022-12-01 00:00:00,70
