,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,61
2015-02-01 00:00:00,35
2015-03-01 00:00:00,36
2015-04-01 00:00:00,16
2015-05-01 00:00:00,19
2015-06-01 00:00:00,18
2015-08-01 00:00:00,75
2015-12-01 00:00:00,52
2016-02-01 00:00:00,49
2016-03-01 00:00:00,26
2016-05-01 00:00:00,26
2016-06-01 00:00:00,49
2016-07-01 00:00:00,75
2016-08-01 00:00:00,47
2016-09-01 00:00:00,25
2016-10-01 00:00:00,45
2016-11-01 00:00:00,42
2016-12-01 00:00:00,28
2017-01-01 00:00:00,67
2017-06-01 00:00:00,46
2017-08-01 00:00:00,28
2017-09-01 00:00:00,19
2017-10-01 00:00:00,31
2017-11-01 00:00:00,29
2017-12-01 00:00:00,21
2018-01-01 00:00:00,39
2018-02-01 00:00:00,35
2018-03-01 00:00:00,69
2018-04-01 00:00:00,40
2018-05-01 00:00:00,29
2018-08-01 00:00:00,29
2018-09-01 00:00:00,65
2018-12-01 00:00:00,24
2019-01-01 00:00:00,46
2019-03-01 00:00:00,18
2019-04-01 00:00:00,20
2019-05-01 00:00:00,55
2019-06-01 00:00:00,30
2019-11-01 00:00:00,41
2019-12-01 00:00:00,20
2020-01-01 00:00:00,35
2020-02-01 00:00:00,42
2020-03-01 00:00:00,34
2020-04-01 00:00:00,29
2020-06-01 00:00:00,60
2020-07-01 00:00:00,52
2020-08-01 00:00:00,91
2020-11-01 00:00:00,49
2020-12-01 00:00:00,29
2021-01-01 00:00:00,16
2021-02-01 00:00:00,100
2021-05-01 00:00:00,54
2021-06-01 00:00:00,45
2021-08-01 00:00:00,28
2021-09-01 00:00:00,30
2021-10-01 00:00:00,69
2021-12-01 00:00:00,27
2022-01-01 00:00:00,22
2022-02-01 00:00:00,44
2022-03-01 00:00:00,29
2022-05-01 00:00:00,24
2022-10-01 00:00:00,18
2022-11-01 00:00:00,68
2022-12-01 00:00:00,28
