,MVT_GT_Louisville KY
2015-02-01 00:00:00,22
2015-03-01 00:00:00,55
2015-05-01 00:00:00,100
2015-07-01 00:00:00,39
2015-09-01 00:00:00,28
2015-12-01 00:00:00,52
2016-01-01 00:00:00,40
2016-03-01 00:00:00,22
2016-04-01 00:00:00,36
2016-05-01 00:00:00,56
2016-06-01 00:00:00,41
2016-08-01 00:00:00,47
2016-11-01 00:00:00,25
2016-12-01 00:00:00,30
2017-01-01 00:00:00,37
2017-02-01 00:00:00,27
2017-04-01 00:00:00,22
2017-07-01 00:00:00,54
2017-08-01 00:00:00,51
2017-09-01 00:00:00,16
2017-10-01 00:00:00,26
2017-11-01 00:00:00,23
2018-01-01 00:00:00,43
2018-02-01 00:00:00,19
2018-05-01 00:00:00,38
2018-06-01 00:00:00,53
2018-08-01 00:00:00,14
2018-09-01 00:00:00,20
2018-11-01 00:00:00,19
2018-12-01 00:00:00,29
2019-01-01 00:00:00,26
2019-05-01 00:00:00,31
2019-06-01 00:00:00,27
2019-08-01 00:00:00,57
2019-10-01 00:00:00,14
2019-12-01 00:00:00,32
2020-01-01 00:00:00,10
2020-02-01 00:00:00,21
2020-03-01 00:00:00,24
2020-04-01 00:00:00,17
2020-06-01 00:00:00,22
2020-07-01 00:00:00,38
2020-09-01 00:00:00,46
2020-10-01 00:00:00,40
2020-12-01 00:00:00,24
2021-01-01 00:00:00,82
2021-02-01 00:00:00,30
2021-04-01 00:00:00,25
2021-05-01 00:00:00,42
2021-06-01 00:00:00,21
2021-07-01 00:00:00,32
2021-10-01 00:00:00,41
2021-11-01 00:00:00,30
2021-12-01 00:00:00,40
2022-01-01 00:00:00,31
2022-02-01 00:00:00,42
2022-04-01 00:00:00,28
2022-05-01 00:00:00,41
2022-06-01 00:00:00,45
2022-07-01 00:00:00,23
2022-08-01 00:00:00,56
2022-09-01 00:00:00,50
2022-10-01 00:00:00,42
2022-11-01 00:00:00,32
2022-12-01 00:00:00,16
