,MVT_GT_Colorado Springs-Pueblo CO
2015-05-01 00:00:00,43
2015-09-01 00:00:00,75
2015-12-01 00:00:00,32
2016-02-01 00:00:00,43
2016-03-01 00:00:00,52
2016-06-01 00:00:00,21
2016-08-01 00:00:00,58
2016-09-01 00:00:00,27
2017-01-01 00:00:00,29
2017-02-01 00:00:00,61
2017-10-01 00:00:00,18
2017-11-01 00:00:00,37
2018-02-01 00:00:00,37
2018-03-01 00:00:00,15
2018-04-01 00:00:00,22
2018-05-01 00:00:00,25
2018-06-01 00:00:00,100
2018-08-01 00:00:00,33
2018-09-01 00:00:00,57
2018-11-01 00:00:00,28
2019-01-01 00:00:00,25
2019-03-01 00:00:00,25
2019-04-01 00:00:00,14
2019-05-01 00:00:00,19
2019-06-01 00:00:00,15
2019-07-01 00:00:00,54
2019-08-01 00:00:00,33
2019-10-01 00:00:00,15
2020-01-01 00:00:00,29
2020-02-01 00:00:00,24
2020-06-01 00:00:00,32
2020-07-01 00:00:00,32
2020-11-01 00:00:00,21
2021-01-01 00:00:00,13
2021-03-01 00:00:00,14
2021-04-01 00:00:00,28
2021-05-01 00:00:00,22
2021-07-01 00:00:00,52
2021-08-01 00:00:00,20
2021-09-01 00:00:00,56
2021-11-01 00:00:00,31
2022-01-01 00:00:00,21
2022-02-01 00:00:00,16
2022-03-01 00:00:00,14
2022-04-01 00:00:00,19
2022-05-01 00:00:00,29
2022-08-01 00:00:00,17
2022-09-01 00:00:00,74
2022-11-01 00:00:00,44
2022-12-01 00:00:00,15
