,MVT_GT_Baltimore MD
2015-01-01 00:00:00,33
2015-02-01 00:00:00,72
2015-03-01 00:00:00,20
2015-06-01 00:00:00,89
2015-07-01 00:00:00,41
2015-08-01 00:00:00,23
2015-09-01 00:00:00,31
2015-11-01 00:00:00,51
2015-12-01 00:00:00,19
2016-01-01 00:00:00,30
2016-03-01 00:00:00,82
2016-04-01 00:00:00,60
2016-05-01 00:00:00,81
2016-06-01 00:00:00,76
2016-07-01 00:00:00,16
2016-08-01 00:00:00,36
2016-09-01 00:00:00,59
2016-10-01 00:00:00,23
2016-11-01 00:00:00,47
2016-12-01 00:00:00,35
2017-01-01 00:00:00,100
2017-02-01 00:00:00,29
2017-03-01 00:00:00,44
2017-04-01 00:00:00,18
2017-05-01 00:00:00,47
2017-06-01 00:00:00,41
2017-08-01 00:00:00,18
2017-09-01 00:00:00,50
2017-10-01 00:00:00,23
2017-11-01 00:00:00,42
2017-12-01 00:00:00,35
2018-01-01 00:00:00,51
2018-02-01 00:00:00,16
2018-03-01 00:00:00,27
2018-04-01 00:00:00,31
2018-05-01 00:00:00,26
2018-06-01 00:00:00,29
2018-07-01 00:00:00,12
2018-08-01 00:00:00,43
2018-09-01 00:00:00,54
2018-10-01 00:00:00,31
2018-11-01 00:00:00,30
2018-12-01 00:00:00,73
2019-01-01 00:00:00,37
2019-02-01 00:00:00,30
2019-04-01 00:00:00,57
2019-05-01 00:00:00,27
2019-06-01 00:00:00,31
2019-07-01 00:00:00,24
2019-09-01 00:00:00,71
2019-10-01 00:00:00,26
2019-12-01 00:00:00,63
2020-01-01 00:00:00,60
2020-02-01 00:00:00,43
2020-04-01 00:00:00,24
2020-05-01 00:00:00,50
2020-06-01 00:00:00,41
2020-07-01 00:00:00,19
2020-08-01 00:00:00,17
2020-09-01 00:00:00,14
2020-11-01 00:00:00,22
2021-01-01 00:00:00,32
2021-04-01 00:00:00,31
2021-06-01 00:00:00,32
2021-07-01 00:00:00,30
2021-08-01 00:00:00,46
2021-09-01 00:00:00,32
2021-10-01 00:00:00,41
2021-11-01 00:00:00,49
2021-12-01 00:00:00,58
2022-01-01 00:00:00,48
2022-02-01 00:00:00,50
2022-03-01 00:00:00,26
2022-04-01 00:00:00,22
2022-05-01 00:00:00,54
2022-06-01 00:00:00,41
2022-07-01 00:00:00,36
2022-08-01 00:00:00,36
2022-09-01 00:00:00,40
2022-10-01 00:00:00,59
2022-11-01 00:00:00,69
2022-12-01 00:00:00,76
