,MVT_GT_Wichita-Hutchinson KS
2015-01-01 00:00:00,48
2015-08-01 00:00:00,98
2015-10-01 00:00:00,69
2015-11-01 00:00:00,47
2015-12-01 00:00:00,30
2016-01-01 00:00:00,22
2016-09-01 00:00:00,53
2016-11-01 00:00:00,69
2017-01-01 00:00:00,71
2017-04-01 00:00:00,28
2017-06-01 00:00:00,36
2017-07-01 00:00:00,53
2017-08-01 00:00:00,34
2017-11-01 00:00:00,50
2017-12-01 00:00:00,66
2018-01-01 00:00:00,20
2018-05-01 00:00:00,26
2018-06-01 00:00:00,67
2018-08-01 00:00:00,27
2018-09-01 00:00:00,93
2018-11-01 00:00:00,21
2019-04-01 00:00:00,44
2019-05-01 00:00:00,22
2019-06-01 00:00:00,35
2019-08-01 00:00:00,43
2019-11-01 00:00:00,21
2020-02-01 00:00:00,22
2020-03-01 00:00:00,31
2020-05-01 00:00:00,23
2020-09-01 00:00:00,46
2020-10-01 00:00:00,26
2020-11-01 00:00:00,22
2021-03-01 00:00:00,100
2021-04-01 00:00:00,84
2021-05-01 00:00:00,32
2021-07-01 00:00:00,21
2021-08-01 00:00:00,67
2021-10-01 00:00:00,75
2021-11-01 00:00:00,24
2022-02-01 00:00:00,56
2022-04-01 00:00:00,15
2022-06-01 00:00:00,50
2022-07-01 00:00:00,24
2022-08-01 00:00:00,46
2022-09-01 00:00:00,17
2022-10-01 00:00:00,29
