,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,23
2015-06-01 00:00:00,69
2015-07-01 00:00:00,39
2015-09-01 00:00:00,34
2015-10-01 00:00:00,25
2015-12-01 00:00:00,36
2016-01-01 00:00:00,27
2016-04-01 00:00:00,39
2016-08-01 00:00:00,100
2016-09-01 00:00:00,29
2016-10-01 00:00:00,22
2017-01-01 00:00:00,30
2017-02-01 00:00:00,47
2017-04-01 00:00:00,19
2017-05-01 00:00:00,36
2017-06-01 00:00:00,20
2017-10-01 00:00:00,17
2017-12-01 00:00:00,34
2018-01-01 00:00:00,31
2018-02-01 00:00:00,38
2018-07-01 00:00:00,35
2018-09-01 00:00:00,31
2018-12-01 00:00:00,37
2019-04-01 00:00:00,27
2019-05-01 00:00:00,25
2019-11-01 00:00:00,20
2019-12-01 00:00:00,42
2020-02-01 00:00:00,33
2020-06-01 00:00:00,13
2020-09-01 00:00:00,20
2020-10-01 00:00:00,18
2020-11-01 00:00:00,22
2020-12-01 00:00:00,48
2021-01-01 00:00:00,24
2021-03-01 00:00:00,22
2021-05-01 00:00:00,33
2021-08-01 00:00:00,26
2021-09-01 00:00:00,66
2021-10-01 00:00:00,57
2021-11-01 00:00:00,30
2022-01-01 00:00:00,51
2022-02-01 00:00:00,19
2022-03-01 00:00:00,70
2022-04-01 00:00:00,13
2022-06-01 00:00:00,26
2022-07-01 00:00:00,48
2022-08-01 00:00:00,15
2022-09-01 00:00:00,33
2022-12-01 00:00:00,37
