,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,46
2015-02-01 00:00:00,54
2015-06-01 00:00:00,62
2015-09-01 00:00:00,70
2016-01-01 00:00:00,53
2016-04-01 00:00:00,88
2016-07-01 00:00:00,71
2016-10-01 00:00:00,41
2017-01-01 00:00:00,36
2017-03-01 00:00:00,67
2017-04-01 00:00:00,29
2017-05-01 00:00:00,53
2017-09-01 00:00:00,79
2017-10-01 00:00:00,75
2018-01-01 00:00:00,74
2018-02-01 00:00:00,31
2018-04-01 00:00:00,24
2018-05-01 00:00:00,29
2018-06-01 00:00:00,50
2018-07-01 00:00:00,26
2018-08-01 00:00:00,55
2018-11-01 00:00:00,57
2019-02-01 00:00:00,25
2019-04-01 00:00:00,56
2019-06-01 00:00:00,71
2019-07-01 00:00:00,82
2019-08-01 00:00:00,52
2019-10-01 00:00:00,38
2019-12-01 00:00:00,23
2020-02-01 00:00:00,28
2020-03-01 00:00:00,18
2020-05-01 00:00:00,27
2020-06-01 00:00:00,59
2020-10-01 00:00:00,50
2020-11-01 00:00:00,32
2020-12-01 00:00:00,21
2021-01-01 00:00:00,44
2021-03-01 00:00:00,22
2021-05-01 00:00:00,26
2021-06-01 00:00:00,100
2021-07-01 00:00:00,41
2021-08-01 00:00:00,64
2021-09-01 00:00:00,91
2021-10-01 00:00:00,46
2021-11-01 00:00:00,48
2021-12-01 00:00:00,26
2022-02-01 00:00:00,22
2022-03-01 00:00:00,36
2022-06-01 00:00:00,23
2022-07-01 00:00:00,36
2022-08-01 00:00:00,60
2022-09-01 00:00:00,31
2022-10-01 00:00:00,24
2022-11-01 00:00:00,19
2022-12-01 00:00:00,60
