,MVT_GT_Colorado Springs-Pueblo CO
2015-12-01 00:00:00,37
2016-01-01 00:00:00,39
2016-02-01 00:00:00,36
2016-05-01 00:00:00,20
2016-06-01 00:00:00,63
2016-08-01 00:00:00,18
2016-09-01 00:00:00,33
2016-10-01 00:00:00,46
2017-02-01 00:00:00,25
2017-04-01 00:00:00,13
2017-05-01 00:00:00,13
2017-07-01 00:00:00,20
2017-10-01 00:00:00,20
2017-11-01 00:00:00,33
2017-12-01 00:00:00,13
2018-02-01 00:00:00,14
2018-04-01 00:00:00,23
2018-05-01 00:00:00,27
2018-06-01 00:00:00,36
2018-08-01 00:00:00,28
2018-09-01 00:00:00,13
2018-11-01 00:00:00,38
2019-01-01 00:00:00,17
2019-03-01 00:00:00,53
2019-04-01 00:00:00,28
2019-05-01 00:00:00,17
2019-06-01 00:00:00,47
2019-07-01 00:00:00,42
2019-08-01 00:00:00,28
2019-10-01 00:00:00,25
2019-11-01 00:00:00,35
2019-12-01 00:00:00,16
2020-01-01 00:00:00,24
2020-02-01 00:00:00,12
2020-03-01 00:00:00,10
2020-05-01 00:00:00,16
2020-06-01 00:00:00,27
2020-07-01 00:00:00,23
2020-08-01 00:00:00,26
2020-09-01 00:00:00,12
2020-11-01 00:00:00,24
2020-12-01 00:00:00,18
2021-01-01 00:00:00,22
2021-05-01 00:00:00,20
2021-06-01 00:00:00,12
2021-07-01 00:00:00,100
2021-08-01 00:00:00,23
2021-09-01 00:00:00,25
2021-10-01 00:00:00,12
2021-11-01 00:00:00,27
2021-12-01 00:00:00,22
2022-02-01 00:00:00,10
2022-03-01 00:00:00,35
2022-05-01 00:00:00,20
2022-07-01 00:00:00,19
2022-08-01 00:00:00,17
2022-09-01 00:00:00,25
