,MVT_GT_Albuquerque-Santa Fe NM
2015-01-01 00:00:00,34
2015-02-01 00:00:00,36
2015-03-01 00:00:00,43
2015-04-01 00:00:00,37
2015-06-01 00:00:00,23
2015-07-01 00:00:00,22
2015-09-01 00:00:00,100
2015-10-01 00:00:00,29
2015-12-01 00:00:00,39
2016-03-01 00:00:00,44
2016-05-01 00:00:00,30
2016-06-01 00:00:00,18
2016-09-01 00:00:00,25
2016-10-01 00:00:00,20
2016-11-01 00:00:00,26
2016-12-01 00:00:00,43
2017-01-01 00:00:00,50
2017-02-01 00:00:00,42
2017-03-01 00:00:00,29
2017-04-01 00:00:00,14
2017-05-01 00:00:00,19
2017-06-01 00:00:00,32
2017-07-01 00:00:00,24
2017-08-01 00:00:00,37
2017-09-01 00:00:00,32
2017-10-01 00:00:00,45
2017-11-01 00:00:00,30
2017-12-01 00:00:00,20
2018-01-01 00:00:00,34
2018-02-01 00:00:00,35
2018-03-01 00:00:00,27
2018-04-01 00:00:00,55
2018-05-01 00:00:00,45
2018-06-01 00:00:00,15
2018-07-01 00:00:00,39
2018-08-01 00:00:00,21
2018-10-01 00:00:00,12
2018-11-01 00:00:00,12
2019-01-01 00:00:00,29
2019-02-01 00:00:00,42
2019-03-01 00:00:00,18
2019-04-01 00:00:00,16
2019-05-01 00:00:00,23
2019-06-01 00:00:00,13
2019-07-01 00:00:00,41
2019-08-01 00:00:00,25
2019-09-01 00:00:00,28
2019-12-01 00:00:00,12
2020-01-01 00:00:00,24
2020-03-01 00:00:00,14
2020-06-01 00:00:00,19
2020-07-01 00:00:00,29
2020-08-01 00:00:00,37
2020-09-01 00:00:00,45
2020-10-01 00:00:00,33
2020-11-01 00:00:00,24
2021-01-01 00:00:00,20
2021-03-01 00:00:00,32
2021-05-01 00:00:00,14
2021-06-01 00:00:00,49
2021-07-01 00:00:00,16
2021-08-01 00:00:00,25
2021-09-01 00:00:00,27
2021-10-01 00:00:00,12
2021-11-01 00:00:00,13
2021-12-01 00:00:00,34
2022-02-01 00:00:00,49
2022-03-01 00:00:00,9
2022-04-01 00:00:00,29
2022-06-01 00:00:00,16
2022-07-01 00:00:00,23
2022-08-01 00:00:00,22
2022-09-01 00:00:00,43
2022-10-01 00:00:00,38
2022-11-01 00:00:00,13
2022-12-01 00:00:00,40
