,MVT_GT_Tucson AZ
2015-02-01 00:00:00,49
2015-07-01 00:00:00,89
2015-09-01 00:00:00,56
2016-01-01 00:00:00,63
2016-03-01 00:00:00,72
2016-06-01 00:00:00,71
2016-08-01 00:00:00,42
2016-09-01 00:00:00,48
2017-01-01 00:00:00,67
2017-03-01 00:00:00,42
2017-04-01 00:00:00,33
2017-07-01 00:00:00,30
2017-10-01 00:00:00,26
2017-11-01 00:00:00,44
2017-12-01 00:00:00,34
2018-02-01 00:00:00,91
2018-03-01 00:00:00,34
2018-04-01 00:00:00,53
2018-05-01 00:00:00,52
2018-09-01 00:00:00,70
2018-10-01 00:00:00,39
2018-11-01 00:00:00,91
2019-03-01 00:00:00,92
2019-04-01 00:00:00,36
2019-05-01 00:00:00,55
2019-07-01 00:00:00,37
2019-09-01 00:00:00,49
2019-11-01 00:00:00,30
2020-01-01 00:00:00,69
2020-02-01 00:00:00,66
2020-05-01 00:00:00,26
2020-10-01 00:00:00,31
2020-11-01 00:00:00,42
2021-05-01 00:00:00,39
2021-06-01 00:00:00,100
2021-08-01 00:00:00,29
2021-11-01 00:00:00,48
2021-12-01 00:00:00,51
2022-02-01 00:00:00,38
2022-03-01 00:00:00,63
2022-04-01 00:00:00,46
2022-05-01 00:00:00,47
2022-07-01 00:00:00,32
2022-08-01 00:00:00,55
2022-09-01 00:00:00,42
2022-10-01 00:00:00,22
2022-11-01 00:00:00,56
2022-12-01 00:00:00,84
