,MVT_GT_Colorado Springs-Pueblo CO
2015-01-01 00:00:00,31
2015-04-01 00:00:00,55
2015-08-01 00:00:00,94
2015-12-01 00:00:00,100
2016-01-01 00:00:00,21
2016-05-01 00:00:00,32
2016-06-01 00:00:00,50
2016-08-01 00:00:00,23
2016-12-01 00:00:00,37
2017-02-01 00:00:00,24
2017-03-01 00:00:00,21
2017-08-01 00:00:00,30
2017-09-01 00:00:00,47
2017-11-01 00:00:00,37
2018-01-01 00:00:00,41
2018-02-01 00:00:00,30
2018-03-01 00:00:00,33
2018-04-01 00:00:00,39
2018-05-01 00:00:00,26
2018-06-01 00:00:00,33
2018-07-01 00:00:00,24
2018-08-01 00:00:00,17
2018-09-01 00:00:00,59
2018-10-01 00:00:00,17
2018-12-01 00:00:00,23
2019-01-01 00:00:00,15
2019-03-01 00:00:00,25
2019-04-01 00:00:00,32
2019-07-01 00:00:00,59
2019-09-01 00:00:00,48
2020-01-01 00:00:00,32
2020-03-01 00:00:00,46
2020-06-01 00:00:00,30
2020-08-01 00:00:00,21
2020-09-01 00:00:00,38
2020-12-01 00:00:00,19
2021-01-01 00:00:00,40
2021-02-01 00:00:00,86
2021-03-01 00:00:00,15
2021-04-01 00:00:00,19
2021-07-01 00:00:00,54
2021-09-01 00:00:00,16
2021-11-01 00:00:00,23
2021-12-01 00:00:00,34
2022-02-01 00:00:00,32
2022-03-01 00:00:00,29
2022-04-01 00:00:00,30
2022-05-01 00:00:00,37
2022-07-01 00:00:00,23
2022-08-01 00:00:00,16
2022-09-01 00:00:00,28
2022-11-01 00:00:00,50
2022-12-01 00:00:00,12
