,MVT_GT_Louisville KY
2015-03-01 00:00:00,91
2015-05-01 00:00:00,84
2015-08-01 00:00:00,32
2015-09-01 00:00:00,100
2015-11-01 00:00:00,57
2016-01-01 00:00:00,35
2016-02-01 00:00:00,18
2016-04-01 00:00:00,49
2016-05-01 00:00:00,24
2016-09-01 00:00:00,45
2016-10-01 00:00:00,64
2017-01-01 00:00:00,14
2017-02-01 00:00:00,16
2017-03-01 00:00:00,29
2017-04-01 00:00:00,16
2017-07-01 00:00:00,25
2017-08-01 00:00:00,39
2017-09-01 00:00:00,18
2017-10-01 00:00:00,22
2017-11-01 00:00:00,31
2018-01-01 00:00:00,36
2018-02-01 00:00:00,18
2018-05-01 00:00:00,33
2018-06-01 00:00:00,24
2018-11-01 00:00:00,30
2018-12-01 00:00:00,32
2019-02-01 00:00:00,26
2019-05-01 00:00:00,14
2019-06-01 00:00:00,41
2019-07-01 00:00:00,35
2019-08-01 00:00:00,46
2019-10-01 00:00:00,33
2019-11-01 00:00:00,15
2019-12-01 00:00:00,38
2020-01-01 00:00:00,29
2020-02-01 00:00:00,62
2020-03-01 00:00:00,40
2020-04-01 00:00:00,30
2020-05-01 00:00:00,21
2020-06-01 00:00:00,39
2020-07-01 00:00:00,40
2020-09-01 00:00:00,20
2020-10-01 00:00:00,44
2020-11-01 00:00:00,45
2021-01-01 00:00:00,44
2021-02-01 00:00:00,35
2021-03-01 00:00:00,31
2021-04-01 00:00:00,21
2021-05-01 00:00:00,27
2021-06-01 00:00:00,31
2021-09-01 00:00:00,18
2021-11-01 00:00:00,24
2021-12-01 00:00:00,37
2022-01-01 00:00:00,53
2022-02-01 00:00:00,33
2022-03-01 00:00:00,24
2022-04-01 00:00:00,24
2022-05-01 00:00:00,44
2022-07-01 00:00:00,24
2022-08-01 00:00:00,43
2022-09-01 00:00:00,58
2022-10-01 00:00:00,57
2022-11-01 00:00:00,49
2022-12-01 00:00:00,28
