,MVT_GT_Austin TX
2015-01-01 00:00:00,50
2015-02-01 00:00:00,49
2015-03-01 00:00:00,35
2015-04-01 00:00:00,54
2015-05-01 00:00:00,30
2015-06-01 00:00:00,63
2015-07-01 00:00:00,91
2015-10-01 00:00:00,90
2015-12-01 00:00:00,39
2016-03-01 00:00:00,48
2016-04-01 00:00:00,28
2016-05-01 00:00:00,36
2016-07-01 00:00:00,19
2016-10-01 00:00:00,24
2016-11-01 00:00:00,38
2016-12-01 00:00:00,46
2017-02-01 00:00:00,53
2017-03-01 00:00:00,44
2017-04-01 00:00:00,34
2017-05-01 00:00:00,65
2017-06-01 00:00:00,66
2017-08-01 00:00:00,79
2017-09-01 00:00:00,29
2017-10-01 00:00:00,71
2017-11-01 00:00:00,46
2018-01-01 00:00:00,23
2018-02-01 00:00:00,32
2018-03-01 00:00:00,28
2018-04-01 00:00:00,36
2018-05-01 00:00:00,51
2018-06-01 00:00:00,52
2018-07-01 00:00:00,74
2018-08-01 00:00:00,94
2018-09-01 00:00:00,52
2018-10-01 00:00:00,24
2018-11-01 00:00:00,64
2018-12-01 00:00:00,37
2019-01-01 00:00:00,48
2019-02-01 00:00:00,58
2019-03-01 00:00:00,18
2019-04-01 00:00:00,84
2019-05-01 00:00:00,80
2019-08-01 00:00:00,49
2019-09-01 00:00:00,21
2019-10-01 00:00:00,37
2019-11-01 00:00:00,43
2019-12-01 00:00:00,25
2020-01-01 00:00:00,65
2020-02-01 00:00:00,73
2020-03-01 00:00:00,26
2020-04-01 00:00:00,31
2020-05-01 00:00:00,43
2020-06-01 00:00:00,49
2020-07-01 00:00:00,25
2020-08-01 00:00:00,54
2020-09-01 00:00:00,22
2020-10-01 00:00:00,70
2020-11-01 00:00:00,75
2020-12-01 00:00:00,61
2021-02-01 00:00:00,88
2021-03-01 00:00:00,55
2021-04-01 00:00:00,88
2021-05-01 00:00:00,46
2021-07-01 00:00:00,88
2021-09-01 00:00:00,58
2021-10-01 00:00:00,100
2021-11-01 00:00:00,37
2021-12-01 00:00:00,61
2022-01-01 00:00:00,34
2022-02-01 00:00:00,48
2022-03-01 00:00:00,62
2022-04-01 00:00:00,55
2022-05-01 00:00:00,51
2022-06-01 00:00:00,53
2022-07-01 00:00:00,45
2022-08-01 00:00:00,63
2022-09-01 00:00:00,47
2022-10-01 00:00:00,61
2022-11-01 00:00:00,60
2022-12-01 00:00:00,44
