,MVT_GT_Memphis TN
2015-01-01 00:00:00,48
2015-04-01 00:00:00,100
2015-10-01 00:00:00,29
2016-01-01 00:00:00,38
2016-02-01 00:00:00,28
2016-03-01 00:00:00,37
2016-07-01 00:00:00,19
2016-08-01 00:00:00,25
2016-09-01 00:00:00,41
2016-11-01 00:00:00,63
2016-12-01 00:00:00,43
2017-01-01 00:00:00,31
2017-04-01 00:00:00,63
2017-05-01 00:00:00,64
2017-07-01 00:00:00,28
2017-08-01 00:00:00,68
2017-10-01 00:00:00,70
2017-11-01 00:00:00,40
2017-12-01 00:00:00,27
2018-01-01 00:00:00,42
2018-03-01 00:00:00,43
2018-04-01 00:00:00,42
2018-06-01 00:00:00,65
2018-07-01 00:00:00,43
2018-08-01 00:00:00,28
2018-09-01 00:00:00,27
2018-10-01 00:00:00,18
2018-12-01 00:00:00,21
2019-01-01 00:00:00,18
2019-02-01 00:00:00,75
2019-03-01 00:00:00,33
2019-05-01 00:00:00,47
2019-06-01 00:00:00,20
2019-07-01 00:00:00,24
2019-08-01 00:00:00,31
2019-09-01 00:00:00,36
2019-10-01 00:00:00,44
2019-11-01 00:00:00,23
2020-01-01 00:00:00,33
2020-02-01 00:00:00,20
2020-06-01 00:00:00,36
2020-07-01 00:00:00,34
2020-09-01 00:00:00,58
2020-10-01 00:00:00,33
2020-11-01 00:00:00,30
2021-01-01 00:00:00,22
2021-02-01 00:00:00,35
2021-04-01 00:00:00,38
2021-05-01 00:00:00,26
2021-06-01 00:00:00,51
2021-07-01 00:00:00,24
2021-08-01 00:00:00,32
2021-09-01 00:00:00,30
2021-10-01 00:00:00,31
2021-11-01 00:00:00,23
2021-12-01 00:00:00,34
2022-01-01 00:00:00,16
2022-02-01 00:00:00,24
2022-03-01 00:00:00,15
2022-04-01 00:00:00,35
2022-05-01 00:00:00,30
2022-06-01 00:00:00,37
2022-07-01 00:00:00,22
2022-08-01 00:00:00,29
2022-09-01 00:00:00,57
2022-10-01 00:00:00,32
2022-12-01 00:00:00,65
