,MVT_GT_Tulsa OK
2015-01-01 00:00:00,28
2015-03-01 00:00:00,26
2015-05-01 00:00:00,57
2015-06-01 00:00:00,36
2015-09-01 00:00:00,25
2015-10-01 00:00:00,27
2016-03-01 00:00:00,17
2016-05-01 00:00:00,31
2016-07-01 00:00:00,43
2016-08-01 00:00:00,47
2016-10-01 00:00:00,16
2016-11-01 00:00:00,100
2016-12-01 00:00:00,24
2017-03-01 00:00:00,13
2017-06-01 00:00:00,15
2017-08-01 00:00:00,16
2017-10-01 00:00:00,22
2017-11-01 00:00:00,25
2018-04-01 00:00:00,36
2018-05-01 00:00:00,24
2018-06-01 00:00:00,91
2018-07-01 00:00:00,26
2018-08-01 00:00:00,27
2018-09-01 00:00:00,20
2018-11-01 00:00:00,22
2018-12-01 00:00:00,17
2019-02-01 00:00:00,24
2019-04-01 00:00:00,35
2019-05-01 00:00:00,26
2019-06-01 00:00:00,30
2019-08-01 00:00:00,38
2019-09-01 00:00:00,19
2019-10-01 00:00:00,24
2019-11-01 00:00:00,16
2019-12-01 00:00:00,46
2020-01-01 00:00:00,21
2020-02-01 00:00:00,28
2020-03-01 00:00:00,27
2020-04-01 00:00:00,20
2020-05-01 00:00:00,16
2020-06-01 00:00:00,39
2020-07-01 00:00:00,40
2020-08-01 00:00:00,15
2020-09-01 00:00:00,33
2020-10-01 00:00:00,24
2020-11-01 00:00:00,48
2021-01-01 00:00:00,27
2021-02-01 00:00:00,28
2021-03-01 00:00:00,16
2021-04-01 00:00:00,45
2021-05-01 00:00:00,21
2021-06-01 00:00:00,60
2021-09-01 00:00:00,26
2021-10-01 00:00:00,32
2021-11-01 00:00:00,15
2022-01-01 00:00:00,29
2022-02-01 00:00:00,43
2022-03-01 00:00:00,43
2022-04-01 00:00:00,20
2022-05-01 00:00:00,38
2022-06-01 00:00:00,57
2022-07-01 00:00:00,22
2022-08-01 00:00:00,15
2022-09-01 00:00:00,45
2022-10-01 00:00:00,44
2022-11-01 00:00:00,19
