,MVT_GT_El Paso TX
2015-02-01 00:00:00,100
2015-09-01 00:00:00,20
2015-10-01 00:00:00,36
2016-04-01 00:00:00,12
2016-06-01 00:00:00,23
2016-09-01 00:00:00,13
2016-12-01 00:00:00,11
2017-01-01 00:00:00,54
2017-02-01 00:00:00,45
2017-07-01 00:00:00,33
2017-09-01 00:00:00,8
2017-11-01 00:00:00,9
2018-01-01 00:00:00,14
2018-03-01 00:00:00,19
2018-04-01 00:00:00,12
2018-05-01 00:00:00,10
2018-08-01 00:00:00,9
2018-09-01 00:00:00,8
2019-01-01 00:00:00,17
2019-02-01 00:00:00,12
2019-04-01 00:00:00,20
2019-06-01 00:00:00,14
2019-07-01 00:00:00,28
2019-09-01 00:00:00,20
2019-10-01 00:00:00,7
2019-11-01 00:00:00,7
2020-01-01 00:00:00,8
2020-03-01 00:00:00,19
2020-05-01 00:00:00,12
2020-06-01 00:00:00,10
2020-07-01 00:00:00,10
2020-09-01 00:00:00,7
2020-10-01 00:00:00,11
2020-11-01 00:00:00,11
2020-12-01 00:00:00,26
2021-01-01 00:00:00,9
2021-02-01 00:00:00,9
2021-05-01 00:00:00,10
2021-07-01 00:00:00,25
2021-08-01 00:00:00,7
2021-09-01 00:00:00,7
2021-10-01 00:00:00,71
2021-12-01 00:00:00,15
2022-04-01 00:00:00,22
2022-05-01 00:00:00,7
2022-07-01 00:00:00,9
2022-08-01 00:00:00,9
2022-09-01 00:00:00,28
2022-10-01 00:00:00,13
2022-11-01 00:00:00,15
2022-12-01 00:00:00,31
