,MVT_GT_El Paso TX
2015-01-01 00:00:00,34
2015-04-01 00:00:00,45
2015-09-01 00:00:00,39
2015-12-01 00:00:00,100
2016-05-01 00:00:00,18
2016-06-01 00:00:00,27
2016-11-01 00:00:00,20
2017-01-01 00:00:00,16
2017-02-01 00:00:00,12
2017-04-01 00:00:00,11
2017-06-01 00:00:00,15
2017-08-01 00:00:00,15
2017-09-01 00:00:00,20
2017-11-01 00:00:00,25
2018-02-01 00:00:00,25
2018-03-01 00:00:00,14
2018-05-01 00:00:00,10
2018-08-01 00:00:00,16
2018-09-01 00:00:00,12
2018-10-01 00:00:00,24
2018-11-01 00:00:00,17
2019-04-01 00:00:00,15
2019-05-01 00:00:00,19
2019-07-01 00:00:00,13
2019-08-01 00:00:00,35
2019-09-01 00:00:00,15
2019-12-01 00:00:00,27
2020-04-01 00:00:00,12
2020-05-01 00:00:00,16
2020-06-01 00:00:00,12
2020-12-01 00:00:00,23
2021-01-01 00:00:00,18
2021-02-01 00:00:00,10
2021-05-01 00:00:00,11
2021-06-01 00:00:00,16
2021-07-01 00:00:00,20
2021-08-01 00:00:00,10
2021-10-01 00:00:00,22
2022-02-01 00:00:00,16
2022-04-01 00:00:00,16
2022-07-01 00:00:00,17
2022-08-01 00:00:00,20
2022-09-01 00:00:00,12
2022-12-01 00:00:00,37
