,MVT_GT_Omaha NE
2015-01-01 00:00:00,19
2015-02-01 00:00:00,22
2015-03-01 00:00:00,35
2015-08-01 00:00:00,21
2015-09-01 00:00:00,39
2015-10-01 00:00:00,32
2015-11-01 00:00:00,37
2016-01-01 00:00:00,58
2016-06-01 00:00:00,32
2016-07-01 00:00:00,35
2016-08-01 00:00:00,25
2016-09-01 00:00:00,28
2016-11-01 00:00:00,38
2016-12-01 00:00:00,28
2017-02-01 00:00:00,33
2017-03-01 00:00:00,28
2017-04-01 00:00:00,35
2017-05-01 00:00:00,20
2017-06-01 00:00:00,59
2017-07-01 00:00:00,30
2017-09-01 00:00:00,16
2017-10-01 00:00:00,23
2017-11-01 00:00:00,26
2018-01-01 00:00:00,40
2018-05-01 00:00:00,14
2018-07-01 00:00:00,28
2018-08-01 00:00:00,20
2018-10-01 00:00:00,16
2019-01-01 00:00:00,23
2019-02-01 00:00:00,28
2019-03-01 00:00:00,12
2019-04-01 00:00:00,17
2019-05-01 00:00:00,100
2019-07-01 00:00:00,29
2019-11-01 00:00:00,44
2019-12-01 00:00:00,33
2020-02-01 00:00:00,22
2020-05-01 00:00:00,21
2020-06-01 00:00:00,33
2020-08-01 00:00:00,15
2020-10-01 00:00:00,68
2020-11-01 00:00:00,17
2021-02-01 00:00:00,28
2021-05-01 00:00:00,17
2021-08-01 00:00:00,29
2021-09-01 00:00:00,26
2021-10-01 00:00:00,56
2021-12-01 00:00:00,42
2022-02-01 00:00:00,32
2022-03-01 00:00:00,24
2022-04-01 00:00:00,38
2022-05-01 00:00:00,12
2022-06-01 00:00:00,15
2022-07-01 00:00:00,43
2022-08-01 00:00:00,30
2022-09-01 00:00:00,35
2022-11-01 00:00:00,30
2022-12-01 00:00:00,51
