,MVT_GT_Tucson AZ
2015-01-01 00:00:00,60
2015-02-01 00:00:00,99
2015-03-01 00:00:00,61
2015-07-01 00:00:00,53
2015-09-01 00:00:00,46
2016-01-01 00:00:00,69
2016-07-01 00:00:00,56
2016-09-01 00:00:00,47
2016-10-01 00:00:00,71
2017-01-01 00:00:00,49
2017-08-01 00:00:00,86
2017-10-01 00:00:00,54
2018-03-01 00:00:00,59
2018-04-01 00:00:00,59
2018-07-01 00:00:00,43
2018-10-01 00:00:00,33
2018-12-01 00:00:00,57
2019-02-01 00:00:00,61
2019-03-01 00:00:00,45
2019-04-01 00:00:00,100
2019-05-01 00:00:00,32
2019-06-01 00:00:00,35
2019-08-01 00:00:00,45
2020-01-01 00:00:00,47
2020-02-01 00:00:00,33
2020-03-01 00:00:00,60
2020-05-01 00:00:00,31
2020-08-01 00:00:00,46
2020-09-01 00:00:00,78
2020-10-01 00:00:00,51
2020-11-01 00:00:00,38
2020-12-01 00:00:00,80
2021-06-01 00:00:00,31
2021-07-01 00:00:00,54
2021-08-01 00:00:00,28
2021-11-01 00:00:00,32
2021-12-01 00:00:00,69
2022-03-01 00:00:00,81
2022-04-01 00:00:00,23
2022-05-01 00:00:00,54
2022-06-01 00:00:00,34
2022-08-01 00:00:00,42
2022-10-01 00:00:00,86
2022-11-01 00:00:00,69
2022-12-01 00:00:00,37
