,MVT_GT_Albuquerque-Santa Fe NM
2015-01-01 00:00:00,54
2015-02-01 00:00:00,37
2015-03-01 00:00:00,97
2015-04-01 00:00:00,41
2015-09-01 00:00:00,43
2015-10-01 00:00:00,33
2015-11-01 00:00:00,73
2015-12-01 00:00:00,100
2016-01-01 00:00:00,47
2016-02-01 00:00:00,26
2016-04-01 00:00:00,62
2016-06-01 00:00:00,45
2016-08-01 00:00:00,37
2016-09-01 00:00:00,19
2016-11-01 00:00:00,29
2016-12-01 00:00:00,43
2017-01-01 00:00:00,56
2017-03-01 00:00:00,42
2017-04-01 00:00:00,57
2017-05-01 00:00:00,19
2017-07-01 00:00:00,79
2017-08-01 00:00:00,55
2017-09-01 00:00:00,40
2017-10-01 00:00:00,70
2017-11-01 00:00:00,87
2018-01-01 00:00:00,16
2018-02-01 00:00:00,21
2018-03-01 00:00:00,67
2018-04-01 00:00:00,57
2018-05-01 00:00:00,34
2018-06-01 00:00:00,34
2018-07-01 00:00:00,46
2018-08-01 00:00:00,37
2018-09-01 00:00:00,17
2018-10-01 00:00:00,37
2018-11-01 00:00:00,44
2019-01-01 00:00:00,46
2019-02-01 00:00:00,36
2019-03-01 00:00:00,95
2019-04-01 00:00:00,32
2019-05-01 00:00:00,53
2019-06-01 00:00:00,27
2019-07-01 00:00:00,33
2019-08-01 00:00:00,28
2019-09-01 00:00:00,55
2019-10-01 00:00:00,22
2019-11-01 00:00:00,73
2019-12-01 00:00:00,14
2020-01-01 00:00:00,33
2020-03-01 00:00:00,31
2020-05-01 00:00:00,15
2020-06-01 00:00:00,49
2020-07-01 00:00:00,28
2020-08-01 00:00:00,25
2020-09-01 00:00:00,40
2020-11-01 00:00:00,36
2020-12-01 00:00:00,33
2021-01-01 00:00:00,32
2021-03-01 00:00:00,28
2021-04-01 00:00:00,39
2021-05-01 00:00:00,31
2021-06-01 00:00:00,48
2021-07-01 00:00:00,29
2021-08-01 00:00:00,51
2021-09-01 00:00:00,35
2021-11-01 00:00:00,16
2021-12-01 00:00:00,70
2022-01-01 00:00:00,39
2022-02-01 00:00:00,72
2022-03-01 00:00:00,49
2022-04-01 00:00:00,36
2022-05-01 00:00:00,49
2022-06-01 00:00:00,44
2022-07-01 00:00:00,35
2022-08-01 00:00:00,35
2022-09-01 00:00:00,63
2022-10-01 00:00:00,48
2022-11-01 00:00:00,48
2022-12-01 00:00:00,21
