,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,54
2015-06-01 00:00:00,61
2015-07-01 00:00:00,61
2015-09-01 00:00:00,67
2016-07-01 00:00:00,60
2016-09-01 00:00:00,38
2017-02-01 00:00:00,30
2017-03-01 00:00:00,27
2017-04-01 00:00:00,52
2017-05-01 00:00:00,58
2017-08-01 00:00:00,98
2017-09-01 00:00:00,44
2017-10-01 00:00:00,60
2017-11-01 00:00:00,30
2018-05-01 00:00:00,52
2018-06-01 00:00:00,80
2018-09-01 00:00:00,27
2018-11-01 00:00:00,86
2019-04-01 00:00:00,61
2019-05-01 00:00:00,28
2019-06-01 00:00:00,37
2019-07-01 00:00:00,41
2019-08-01 00:00:00,33
2019-10-01 00:00:00,48
2019-11-01 00:00:00,90
2020-01-01 00:00:00,45
2020-05-01 00:00:00,51
2020-06-01 00:00:00,30
2020-07-01 00:00:00,47
2020-08-01 00:00:00,23
2020-09-01 00:00:00,41
2020-12-01 00:00:00,43
2021-01-01 00:00:00,60
2021-04-01 00:00:00,22
2021-05-01 00:00:00,82
2021-06-01 00:00:00,51
2021-07-01 00:00:00,100
2021-08-01 00:00:00,36
2021-11-01 00:00:00,30
2021-12-01 00:00:00,58
2022-01-01 00:00:00,57
2022-02-01 00:00:00,60
2022-04-01 00:00:00,28
2022-05-01 00:00:00,31
2022-07-01 00:00:00,41
2022-08-01 00:00:00,28
2022-09-01 00:00:00,24
2022-11-01 00:00:00,25
2022-12-01 00:00:00,81
