,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-01-01 00:00:00,68
2015-02-01 00:00:00,77
2015-03-01 00:00:00,63
2015-04-01 00:00:00,62
2015-06-01 00:00:00,50
2015-07-01 00:00:00,28
2015-09-01 00:00:00,35
2015-11-01 00:00:00,56
2015-12-01 00:00:00,44
2016-02-01 00:00:00,25
2016-03-01 00:00:00,35
2016-04-01 00:00:00,42
2016-07-01 00:00:00,29
2016-09-01 00:00:00,48
2016-11-01 00:00:00,81
2016-12-01 00:00:00,48
2017-01-01 00:00:00,24
2017-02-01 00:00:00,72
2017-03-01 00:00:00,45
2017-04-01 00:00:00,33
2017-07-01 00:00:00,22
2017-08-01 00:00:00,38
2017-09-01 00:00:00,62
2017-10-01 00:00:00,35
2017-11-01 00:00:00,23
2017-12-01 00:00:00,29
2018-01-01 00:00:00,24
2018-02-01 00:00:00,55
2018-03-01 00:00:00,34
2018-05-01 00:00:00,41
2018-06-01 00:00:00,62
2018-07-01 00:00:00,53
2018-08-01 00:00:00,46
2018-09-01 00:00:00,24
2018-10-01 00:00:00,60
2018-11-01 00:00:00,18
2019-01-01 00:00:00,46
2019-02-01 00:00:00,25
2019-03-01 00:00:00,81
2019-05-01 00:00:00,49
2019-06-01 00:00:00,78
2019-07-01 00:00:00,27
2019-08-01 00:00:00,86
2019-09-01 00:00:00,36
2019-11-01 00:00:00,37
2020-01-01 00:00:00,18
2020-02-01 00:00:00,32
2020-03-01 00:00:00,17
2020-05-01 00:00:00,18
2020-06-01 00:00:00,43
2020-07-01 00:00:00,43
2020-08-01 00:00:00,54
2020-10-01 00:00:00,26
2020-12-01 00:00:00,25
2021-01-01 00:00:00,36
2021-02-01 00:00:00,70
2021-03-01 00:00:00,15
2021-04-01 00:00:00,27
2021-05-01 00:00:00,100
2021-07-01 00:00:00,47
2021-08-01 00:00:00,48
2021-09-01 00:00:00,16
2021-11-01 00:00:00,56
2021-12-01 00:00:00,90
2022-01-01 00:00:00,55
2022-02-01 00:00:00,40
2022-04-01 00:00:00,42
2022-05-01 00:00:00,49
2022-06-01 00:00:00,98
2022-07-01 00:00:00,100
2022-08-01 00:00:00,26
2022-10-01 00:00:00,63
2022-12-01 00:00:00,64
