,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,54
2015-11-01 00:00:00,36
2016-01-01 00:00:00,40
2016-02-01 00:00:00,30
2016-03-01 00:00:00,33
2016-06-01 00:00:00,45
2016-10-01 00:00:00,54
2016-12-01 00:00:00,29
2017-03-01 00:00:00,56
2017-04-01 00:00:00,53
2017-07-01 00:00:00,85
2017-08-01 00:00:00,20
2017-11-01 00:00:00,29
2018-02-01 00:00:00,21
2018-03-01 00:00:00,33
2018-04-01 00:00:00,52
2018-05-01 00:00:00,30
2018-06-01 00:00:00,49
2018-08-01 00:00:00,68
2018-10-01 00:00:00,19
2018-11-01 00:00:00,35
2018-12-01 00:00:00,23
2019-01-01 00:00:00,26
2019-03-01 00:00:00,74
2019-06-01 00:00:00,38
2019-07-01 00:00:00,38
2019-08-01 00:00:00,100
2019-09-01 00:00:00,43
2019-10-01 00:00:00,40
2019-11-01 00:00:00,67
2019-12-01 00:00:00,18
2020-01-01 00:00:00,51
2020-03-01 00:00:00,53
2020-06-01 00:00:00,14
2020-08-01 00:00:00,39
2020-10-01 00:00:00,27
2020-11-01 00:00:00,16
2020-12-01 00:00:00,45
2021-01-01 00:00:00,41
2021-02-01 00:00:00,63
2021-05-01 00:00:00,34
2021-06-01 00:00:00,19
2021-07-01 00:00:00,20
2021-10-01 00:00:00,33
2021-11-01 00:00:00,26
2022-03-01 00:00:00,32
2022-04-01 00:00:00,53
2022-05-01 00:00:00,81
2022-07-01 00:00:00,36
2022-08-01 00:00:00,20
2022-09-01 00:00:00,23
