,MVT_GT_Omaha NE
2015-01-01 00:00:00,24
2015-04-01 00:00:00,28
2015-07-01 00:00:00,40
2015-09-01 00:00:00,31
2015-10-01 00:00:00,21
2015-11-01 00:00:00,46
2015-12-01 00:00:00,43
2016-01-01 00:00:00,41
2016-03-01 00:00:00,17
2016-04-01 00:00:00,38
2016-06-01 00:00:00,42
2016-07-01 00:00:00,81
2016-10-01 00:00:00,38
2016-11-01 00:00:00,49
2016-12-01 00:00:00,24
2017-04-01 00:00:00,24
2017-05-01 00:00:00,39
2017-06-01 00:00:00,31
2017-07-01 00:00:00,46
2017-08-01 00:00:00,29
2017-10-01 00:00:00,26
2017-11-01 00:00:00,53
2018-01-01 00:00:00,48
2018-02-01 00:00:00,23
2018-04-01 00:00:00,18
2018-05-01 00:00:00,32
2018-06-01 00:00:00,50
2018-08-01 00:00:00,21
2018-10-01 00:00:00,46
2019-01-01 00:00:00,26
2019-04-01 00:00:00,64
2019-05-01 00:00:00,60
2019-07-01 00:00:00,57
2019-09-01 00:00:00,58
2019-10-01 00:00:00,19
2019-11-01 00:00:00,45
2019-12-01 00:00:00,20
2020-01-01 00:00:00,15
2020-02-01 00:00:00,29
2020-05-01 00:00:00,27
2020-06-01 00:00:00,70
2020-08-01 00:00:00,25
2020-09-01 00:00:00,32
2020-10-01 00:00:00,68
2020-11-01 00:00:00,14
2020-12-01 00:00:00,29
2021-02-01 00:00:00,20
2021-03-01 00:00:00,38
2021-05-01 00:00:00,100
2021-10-01 00:00:00,37
2021-11-01 00:00:00,40
2021-12-01 00:00:00,33
2022-02-01 00:00:00,43
2022-03-01 00:00:00,23
2022-04-01 00:00:00,57
2022-06-01 00:00:00,28
2022-07-01 00:00:00,27
2022-08-01 00:00:00,34
2022-09-01 00:00:00,50
2022-10-01 00:00:00,14
2022-11-01 00:00:00,30
2022-12-01 00:00:00,19
