,MVT_GT_Austin TX
2015-01-01 00:00:00,30
2015-02-01 00:00:00,43
2015-03-01 00:00:00,43
2015-04-01 00:00:00,58
2015-07-01 00:00:00,81
2015-10-01 00:00:00,57
2016-02-01 00:00:00,37
2016-03-01 00:00:00,48
2016-05-01 00:00:00,30
2016-06-01 00:00:00,15
2016-07-01 00:00:00,35
2016-08-01 00:00:00,28
2016-09-01 00:00:00,19
2016-10-01 00:00:00,14
2016-11-01 00:00:00,29
2017-01-01 00:00:00,15
2017-02-01 00:00:00,20
2017-03-01 00:00:00,62
2017-04-01 00:00:00,21
2017-05-01 00:00:00,72
2017-06-01 00:00:00,30
2017-07-01 00:00:00,23
2017-08-01 00:00:00,42
2017-09-01 00:00:00,48
2017-10-01 00:00:00,48
2017-11-01 00:00:00,17
2017-12-01 00:00:00,55
2018-02-01 00:00:00,54
2018-04-01 00:00:00,47
2018-05-01 00:00:00,27
2018-06-01 00:00:00,76
2018-07-01 00:00:00,83
2018-08-01 00:00:00,51
2018-09-01 00:00:00,75
2018-10-01 00:00:00,80
2018-11-01 00:00:00,74
2018-12-01 00:00:00,41
2019-01-01 00:00:00,28
2019-02-01 00:00:00,52
2019-03-01 00:00:00,25
2019-04-01 00:00:00,52
2019-05-01 00:00:00,67
2019-06-01 00:00:00,35
2019-07-01 00:00:00,31
2019-08-01 00:00:00,33
2019-09-01 00:00:00,70
2019-10-01 00:00:00,45
2019-11-01 00:00:00,29
2019-12-01 00:00:00,48
2020-01-01 00:00:00,50
2020-02-01 00:00:00,74
2020-04-01 00:00:00,24
2020-05-01 00:00:00,22
2020-06-01 00:00:00,40
2020-07-01 00:00:00,13
2020-08-01 00:00:00,32
2020-10-01 00:00:00,74
2020-11-01 00:00:00,29
2020-12-01 00:00:00,34
2021-01-01 00:00:00,37
2021-02-01 00:00:00,25
2021-03-01 00:00:00,62
2021-04-01 00:00:00,70
2021-05-01 00:00:00,14
2021-06-01 00:00:00,39
2021-07-01 00:00:00,55
2021-08-01 00:00:00,31
2021-09-01 00:00:00,54
2021-10-01 00:00:00,45
2021-11-01 00:00:00,39
2022-01-01 00:00:00,32
2022-02-01 00:00:00,47
2022-03-01 00:00:00,57
2022-04-01 00:00:00,54
2022-05-01 00:00:00,16
2022-06-01 00:00:00,81
2022-07-01 00:00:00,35
2022-08-01 00:00:00,100
2022-09-01 00:00:00,61
2022-10-01 00:00:00,76
2022-11-01 00:00:00,58
2022-12-01 00:00:00,100
