,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,40
2015-11-01 00:00:00,31
2016-05-01 00:00:00,21
2016-06-01 00:00:00,31
2016-07-01 00:00:00,37
2016-08-01 00:00:00,22
2016-10-01 00:00:00,22
2016-12-01 00:00:00,23
2017-01-01 00:00:00,36
2017-02-01 00:00:00,51
2017-04-01 00:00:00,19
2017-05-01 00:00:00,27
2017-07-01 00:00:00,21
2017-08-01 00:00:00,28
2017-09-01 00:00:00,19
2017-10-01 00:00:00,42
2017-11-01 00:00:00,22
2017-12-01 00:00:00,40
2018-01-01 00:00:00,49
2018-04-01 00:00:00,48
2018-06-01 00:00:00,31
2018-08-01 00:00:00,35
2018-11-01 00:00:00,60
2019-01-01 00:00:00,29
2019-03-01 00:00:00,22
2019-04-01 00:00:00,78
2019-05-01 00:00:00,42
2019-06-01 00:00:00,30
2019-07-01 00:00:00,49
2019-08-01 00:00:00,27
2019-11-01 00:00:00,35
2019-12-01 00:00:00,28
2020-01-01 00:00:00,47
2020-02-01 00:00:00,24
2020-03-01 00:00:00,26
2020-04-01 00:00:00,42
2020-07-01 00:00:00,47
2020-08-01 00:00:00,32
2020-10-01 00:00:00,36
2021-01-01 00:00:00,15
2021-02-01 00:00:00,22
2021-04-01 00:00:00,26
2021-06-01 00:00:00,20
2021-07-01 00:00:00,100
2021-09-01 00:00:00,54
2021-11-01 00:00:00,31
2021-12-01 00:00:00,46
2022-02-01 00:00:00,20
2022-03-01 00:00:00,37
2022-05-01 00:00:00,17
2022-07-01 00:00:00,38
2022-08-01 00:00:00,39
2022-09-01 00:00:00,34
