,MVT_GT_Baltimore MD
2015-01-01 00:00:00,45
2015-02-01 00:00:00,46
2015-03-01 00:00:00,15
2015-04-01 00:00:00,61
2015-05-01 00:00:00,23
2015-06-01 00:00:00,97
2015-08-01 00:00:00,30
2015-10-01 00:00:00,17
2015-11-01 00:00:00,17
2015-12-01 00:00:00,21
2016-01-01 00:00:00,14
2016-02-01 00:00:00,32
2016-03-01 00:00:00,100
2016-04-01 00:00:00,49
2016-05-01 00:00:00,62
2016-06-01 00:00:00,36
2016-08-01 00:00:00,34
2016-09-01 00:00:00,50
2016-10-01 00:00:00,29
2016-11-01 00:00:00,13
2016-12-01 00:00:00,25
2017-01-01 00:00:00,41
2017-03-01 00:00:00,38
2017-04-01 00:00:00,22
2017-05-01 00:00:00,38
2017-06-01 00:00:00,38
2017-07-01 00:00:00,31
2017-09-01 00:00:00,36
2017-10-01 00:00:00,50
2017-11-01 00:00:00,32
2017-12-01 00:00:00,37
2018-01-01 00:00:00,35
2018-02-01 00:00:00,16
2018-03-01 00:00:00,22
2018-04-01 00:00:00,22
2018-05-01 00:00:00,20
2018-07-01 00:00:00,26
2018-08-01 00:00:00,73
2018-10-01 00:00:00,22
2018-11-01 00:00:00,25
2018-12-01 00:00:00,61
2019-02-01 00:00:00,21
2019-03-01 00:00:00,35
2019-04-01 00:00:00,40
2019-05-01 00:00:00,22
2019-06-01 00:00:00,30
2019-08-01 00:00:00,15
2019-09-01 00:00:00,53
2019-10-01 00:00:00,23
2019-11-01 00:00:00,70
2019-12-01 00:00:00,49
2020-01-01 00:00:00,53
2020-02-01 00:00:00,53
2020-03-01 00:00:00,9
2020-04-01 00:00:00,30
2020-05-01 00:00:00,46
2020-06-01 00:00:00,37
2020-08-01 00:00:00,37
2020-09-01 00:00:00,22
2020-10-01 00:00:00,18
2020-11-01 00:00:00,20
2020-12-01 00:00:00,22
2021-01-01 00:00:00,25
2021-04-01 00:00:00,37
2021-05-01 00:00:00,28
2021-06-01 00:00:00,41
2021-07-01 00:00:00,52
2021-08-01 00:00:00,36
2021-09-01 00:00:00,31
2021-10-01 00:00:00,34
2021-11-01 00:00:00,43
2021-12-01 00:00:00,29
2022-01-01 00:00:00,30
2022-02-01 00:00:00,47
2022-03-01 00:00:00,46
2022-04-01 00:00:00,26
2022-05-01 00:00:00,42
2022-06-01 00:00:00,43
2022-07-01 00:00:00,22
2022-08-01 00:00:00,44
2022-09-01 00:00:00,36
2022-10-01 00:00:00,42
2022-11-01 00:00:00,46
2022-12-01 00:00:00,90
