,MVT_GT_Tucson AZ
2015-03-01 00:00:00,24
2015-04-01 00:00:00,62
2015-06-01 00:00:00,42
2015-08-01 00:00:00,26
2015-10-01 00:00:00,18
2016-01-01 00:00:00,31
2016-06-01 00:00:00,100
2016-08-01 00:00:00,21
2016-09-01 00:00:00,30
2017-01-01 00:00:00,82
2017-02-01 00:00:00,13
2017-04-01 00:00:00,25
2017-05-01 00:00:00,20
2017-07-01 00:00:00,29
2017-10-01 00:00:00,15
2017-11-01 00:00:00,23
2017-12-01 00:00:00,28
2018-02-01 00:00:00,30
2018-04-01 00:00:00,21
2018-08-01 00:00:00,12
2018-09-01 00:00:00,34
2018-10-01 00:00:00,19
2019-01-01 00:00:00,13
2019-03-01 00:00:00,39
2019-04-01 00:00:00,30
2019-05-01 00:00:00,31
2019-06-01 00:00:00,18
2019-10-01 00:00:00,23
2020-01-01 00:00:00,33
2020-02-01 00:00:00,28
2020-03-01 00:00:00,10
2020-05-01 00:00:00,16
2020-08-01 00:00:00,27
2020-11-01 00:00:00,17
2020-12-01 00:00:00,15
2021-02-01 00:00:00,27
2021-11-01 00:00:00,13
2021-12-01 00:00:00,33
2022-02-01 00:00:00,41
2022-03-01 00:00:00,27
2022-04-01 00:00:00,21
2022-05-01 00:00:00,14
2022-06-01 00:00:00,21
2022-07-01 00:00:00,16
2022-08-01 00:00:00,22
2022-09-01 00:00:00,12
2022-11-01 00:00:00,18
