,MVT_GT_Louisville KY
2015-02-01 00:00:00,62
2015-03-01 00:00:00,44
2015-04-01 00:00:00,90
2015-05-01 00:00:00,39
2015-08-01 00:00:00,32
2015-10-01 00:00:00,88
2016-01-01 00:00:00,18
2016-03-01 00:00:00,26
2016-04-01 00:00:00,23
2016-05-01 00:00:00,29
2016-07-01 00:00:00,31
2016-08-01 00:00:00,52
2016-09-01 00:00:00,20
2016-10-01 00:00:00,64
2016-11-01 00:00:00,51
2016-12-01 00:00:00,32
2017-01-01 00:00:00,17
2017-02-01 00:00:00,100
2017-03-01 00:00:00,16
2017-04-01 00:00:00,37
2017-06-01 00:00:00,23
2017-07-01 00:00:00,18
2017-09-01 00:00:00,18
2017-10-01 00:00:00,29
2017-11-01 00:00:00,28
2018-01-01 00:00:00,57
2018-02-01 00:00:00,37
2018-03-01 00:00:00,14
2018-04-01 00:00:00,50
2018-05-01 00:00:00,27
2018-07-01 00:00:00,29
2018-08-01 00:00:00,31
2018-09-01 00:00:00,23
2018-11-01 00:00:00,21
2018-12-01 00:00:00,26
2019-01-01 00:00:00,37
2019-02-01 00:00:00,29
2019-03-01 00:00:00,34
2019-04-01 00:00:00,24
2019-06-01 00:00:00,24
2019-08-01 00:00:00,44
2019-10-01 00:00:00,12
2019-11-01 00:00:00,28
2019-12-01 00:00:00,49
2020-01-01 00:00:00,20
2020-02-01 00:00:00,22
2020-03-01 00:00:00,25
2020-04-01 00:00:00,31
2020-05-01 00:00:00,20
2020-06-01 00:00:00,39
2020-08-01 00:00:00,20
2020-09-01 00:00:00,35
2020-10-01 00:00:00,15
2020-11-01 00:00:00,41
2020-12-01 00:00:00,18
2021-01-01 00:00:00,60
2021-03-01 00:00:00,14
2021-04-01 00:00:00,30
2021-05-01 00:00:00,30
2021-07-01 00:00:00,47
2021-09-01 00:00:00,36
2021-10-01 00:00:00,28
2021-11-01 00:00:00,46
2021-12-01 00:00:00,23
2022-01-01 00:00:00,46
2022-02-01 00:00:00,32
2022-03-01 00:00:00,28
2022-04-01 00:00:00,15
2022-05-01 00:00:00,25
2022-07-01 00:00:00,64
2022-08-01 00:00:00,43
2022-09-01 00:00:00,27
2022-10-01 00:00:00,28
2022-11-01 00:00:00,24
2022-12-01 00:00:00,15
