,MVT_GT_Bakersfield CA
2015-02-01 00:00:00,37
2015-10-01 00:00:00,34
2016-01-01 00:00:00,39
2016-03-01 00:00:00,70
2016-07-01 00:00:00,100
2016-09-01 00:00:00,17
2016-10-01 00:00:00,23
2016-12-01 00:00:00,27
2017-01-01 00:00:00,21
2017-03-01 00:00:00,24
2017-04-01 00:00:00,25
2017-08-01 00:00:00,29
2017-09-01 00:00:00,31
2017-10-01 00:00:00,30
2018-02-01 00:00:00,13
2018-03-01 00:00:00,23
2018-06-01 00:00:00,37
2018-07-01 00:00:00,19
2018-11-01 00:00:00,24
2019-02-01 00:00:00,26
2019-04-01 00:00:00,24
2019-06-01 00:00:00,33
2019-09-01 00:00:00,23
2019-10-01 00:00:00,37
2019-12-01 00:00:00,12
2020-02-01 00:00:00,17
2020-03-01 00:00:00,15
2020-04-01 00:00:00,15
2020-05-01 00:00:00,13
2020-06-01 00:00:00,41
2020-07-01 00:00:00,11
2020-09-01 00:00:00,37
2020-11-01 00:00:00,15
2020-12-01 00:00:00,11
2021-01-01 00:00:00,21
2021-02-01 00:00:00,39
2021-04-01 00:00:00,12
2021-05-01 00:00:00,17
2021-06-01 00:00:00,15
2021-08-01 00:00:00,30
2021-09-01 00:00:00,13
2021-11-01 00:00:00,18
2021-12-01 00:00:00,19
2022-02-01 00:00:00,14
2022-04-01 00:00:00,28
2022-07-01 00:00:00,21
2022-08-01 00:00:00,16
2022-09-01 00:00:00,27
2022-11-01 00:00:00,17
2022-12-01 00:00:00,18
